time,USDT open,USDT high,USDT low,USDT close,USDT volume,USDThigh,USDT daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,0.997,1.002,0.9940000000000001,0.996,526246.58963901,1.002,,0.996,0.996,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,0.996,1.002,0.995,0.997,401922.0612322,1.002,0.0010040160642570406,0.9965192445768253,0.9965082510030664,1.0,0.0,1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,0.997,1.0,0.996,0.996,579441.87274896,1.0,-0.0010030090270812806,0.9963326752516536,0.9963332123148934,0.0,-1.0,-1.0,0.001419181052096877,0.0014191810520968766,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,0.997,0.998,0.995,0.995,27502.78929059,0.998,-0.0010040160642570406,0.9959600885568096,0.9959832302443369,0.0,-1.0,-1.0,0.0011362535277928026,0.0011493968033692117,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,0.995,0.999,0.9940000000000001,0.998,69181.52869343,0.9990000000000001,0.0030150753768845018,0.9964332007505368,0.9964136406902352,1.0,0.0,1.0,0.001984886944064222,0.001949727186703346,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,0.997,0.999,0.993,0.9940000000000001,587151.99060094,0.9990000000000001,-0.004008016032064132,0.9959457886827549,0.9959774579291036,0.0,-1.0,-1.0,0.0027403766744117475,0.0026692180400644176,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,0.995,0.997,0.993,0.996,126230.41100932,0.997,0.002012072434607548,0.9959554313210204,0.9959810056887567,0.0,-1.0,-1.0,0.002642087094233367,0.002583156234053918,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,0.996,0.999,0.9940000000000001,0.997,163791.91556511,0.9990000000000001,0.0010040160642570406,0.9961237660643477,0.9961235704391691,1.0,0.0,1.0,0.0023984456429053313,0.0023710357250092237,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,0.997,1.014,0.995,0.996,589058.50640882,1.014,-0.0010030090270812806,0.9961054176740899,0.9961079592803743,0.0,-1.0,-1.0,0.0022244331716663466,0.002218899247849573,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,0.9940000000000001,0.999,0.9940000000000001,0.997,54270.31481943,0.9990000000000001,0.0010040160642570406,0.9962288877628204,0.9962109839332094,1.0,0.0,1.0,0.002072829705919463,0.0020881628897125993,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,0.998,0.999,0.996,0.9990000000000001,73014.49241395,0.9990000000000001,0.002006018054162561,0.9965883861838009,0.9965084031436171,1.0,0.0,1.0,0.002030023023633808,0.002052185639893457,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,0.998,1.0,0.997,0.998,245924.31113249,1.0,-0.0010010010010009782,0.9967618692740597,0.9966564829826282,1.0,0.0,1.0,0.0019486982072454656,0.0019784875355133577,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,0.998,1.0,0.997,0.998,308414.7270394,1.0,0.0,0.9969069557023513,0.9967815093040273,1.0,0.0,1.0,0.001819456055582037,0.0018710575993877766,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,0.998,1.055,0.997,1.011,897912.98242167,1.055,0.013026052104208263,0.9984902339763503,0.9980290764856292,1.0,0.0,1.0,0.004635857127406809,0.004273417081396453,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,1.005,1.02,1.002,1.003,588594.26610553,1.02,-0.007912957467853587,0.9989782311619892,0.998442392407154,1.0,0.0,1.0,0.00538146629829425,0.004899879480106701,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,1.004,1.01,0.991,1.002,432625.43322712,1.01,-0.0009970089730806377,0.9992944362512912,0.9987239279678278,1.0,0.0,1.0,0.005096837746763628,0.004701118074730454,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,1.002,1.008,0.998,1.003,82186.35648391,1.008,0.0009980039920158834,0.9996707124137448,0.9990472321242667,1.0,0.0,1.0,0.00481642414229223,0.0045042201381943325,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,1.004,1.008,1.0,1.001,82794.92044709,1.008,-0.001994017946161497,0.9998020908467903,0.9991887705945679,1.0,0.0,1.0,0.004623689288407243,0.004374478445527955,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,1.0,1.007,0.998,1.0070000000000001,103679.85161522,1.0070000000000001,0.005994005994006013,1.0004963333216097,0.9997331536686678,1.0,0.0,1.0,0.004727742191596144,0.004473277826815992,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,1.006,1.018,1.002,1.011,295063.23438604,1.018,0.003972194637537285,1.001487294516594,1.0004901869513427,1.0,0.0,1.0,0.0045900458158286105,0.004392374605207484,1.0,0.0,1.0,0.99975,0.005014452795879565,1.0047644527958797,0.9947355472041205,1.0,0.0,1.0
2019-04-09 00:00:00+00:00,1.01,1.019,1.004,1.008,250587.72059338,1.0190000000000001,-0.0029673590504449843,1.0020895541266621,1.0009778474979587,1.0,0.0,1.0,0.0045335977352205575,0.004353443747896006,1.0,0.0,1.0,1.00035,0.0052543215296402546,1.0056043215296404,0.9950956784703598,1.0,0.0,1.0
2019-04-10 00:00:00+00:00,1.008,1.012,1.002,1.002,223584.78048565,1.012,-0.005952380952380931,1.0020814218687661,1.00104213514019,1.0,0.0,1.0,0.004753414710281183,0.004525391039508531,1.0,0.0,1.0,1.0006,0.0052052604970456795,1.0058052604970456,0.9953947395029542,1.0,-1.0,0.0
2019-04-11 00:00:00+00:00,1.002,1.012,1.002,1.003,323591.48400731,1.012,0.0009980039920158834,1.0021634676160958,1.0011616378190584,1.0,0.0,1.0,0.004535816472152545,0.004380071664717173,1.0,0.0,1.0,1.00095,0.005114221657094417,1.0060642216570945,0.9958357783429056,1.0,-1.0,0.0
2019-04-12 00:00:00+00:00,1.0070000000000001,1.01,1.004,1.004,132311.56743536,1.01,0.0009970089730808596,1.0023250485024424,1.0013300716394942,1.0,0.0,1.0,0.004331355210854969,0.004243671046506128,1.0,0.0,1.0,1.0014,0.0049566542195951325,1.0063566542195952,0.9964433457804049,1.0,-1.0,0.0
2019-04-13 00:00:00+00:00,1.004,1.008,1.004,1.005,95809.04719635,1.008,0.0009960159362549792,1.0025571783240483,1.001542152780042,1.0,0.0,1.0,0.004138839816055979,0.004115273302969809,1.0,0.0,1.0,1.00175,0.004951076437981465,1.0067010764379813,0.9967989235620185,1.0,-1.0,0.0
2019-04-14 00:00:00+00:00,1.005,1.007,1.004,1.005,184794.09569586,1.0070000000000001,0.0,1.0027665152289675,1.0017370432245323,1.0,0.0,1.0,0.0039537369964080145,0.003992271779509303,0.0,-1.0,-1.0,1.0023,0.0046464474261750325,1.006946447426175,0.9976535525738249,1.0,-1.0,0.0
2019-04-15 00:00:00+00:00,1.005,1.009,1.0,1.0,283184.16920538,1.0090000000000001,-0.004975124378109319,1.0025321509577574,1.0016414250258943,1.0,0.0,1.0,0.004071099551714034,0.004072853830951001,0.0,-1.0,-1.0,1.0025,0.004442616583192955,1.006942616583193,0.9980573834168069,1.0,-1.0,0.0
2019-04-16 00:00:00+00:00,1.001,1.008,1.0,1.005,169696.4634837,1.008,0.0049999999999998926,1.0027390232003006,1.0018222208538827,1.0,0.0,1.0,0.004161369070485252,0.004120838108092512,1.0,0.0,1.0,1.0029,0.004278465046940578,1.0071784650469404,0.9986215349530593,1.0,-1.0,0.0
