time,LTC open,LTC high,LTC low,LTC close,LTC volume,LTC daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,59.145,60.5,56.663999999999994,60.136,2259.82618461,,60.136,60.136,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,60.335,60.474,57.312,58.522,1219.72249639,-0.026839164560329976,59.2979392530041,59.31568288105065,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,58.3,59.36,57.873999999999995,59.24100000000001,1818.50218208,0.01228597792283237,59.2774804586654,59.289962531362754,0.0,-1.0,-1.0,0.027665653564733973,0.027665653564733966,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,58.98,61.214,58.98,60.68,1125.86295262,0.02429060954406581,59.669594081028926,59.654861794586076,1.0,0.0,1.0,0.026391107753543624,0.02659177598425145,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,60.301,60.413999999999994,58.753,59.527,577.93124248,-0.019001318391562272,59.63652254808894,59.62757407278906,1.0,0.0,1.0,0.024403625275277212,0.024452711321657668,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,59.119,60.089,57.95,58.75,1734.85971574,-0.013052900364540432,59.458936794753946,59.468982662014795,0.0,-1.0,-1.0,0.021357562981836265,0.02158212483611344,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,58.827,58.827,57.29,58.3,1391.94275962,-0.007659574468085184,59.25279518351343,59.285003579406464,0.0,-1.0,-1.0,0.018766168410538152,0.01918737195608717,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,58.306000000000004,61.4,58.306000000000004,61.4,1976.72792971,0.05317324185248706,59.598822380124076,59.58090703391872,1.0,0.0,1.0,0.029416965642166247,0.028755500093929225,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,60.931999999999995,61.09,60.03,60.201,2708.80814834,-0.01952768729641696,59.688095558779,59.65924591355762,1.0,0.0,1.0,0.028392869000630788,0.027812708520358238,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,60.25,61.4,59.81100000000001,61.137,1970.73097762,0.015547914486470303,59.88807308431037,59.8299164876487,1.0,0.0,1.0,0.02656392557413226,0.02631330762677503,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,61.14,61.257,59.887,60.347,525.07350304,-0.01292179858350917,59.94761000934802,59.88505800217404,1.0,0.0,1.0,0.025221202386659963,0.02514922916979861,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,60.041000000000004,60.488,59.693000000000005,60.42,5814.85346346,0.0012096707375677251,60.00566531770873,59.93816492887436,1.0,0.0,1.0,0.023416136052021596,0.023652680734079983,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,60.16,60.727,60.016999999999996,60.361999999999995,436.72183512,-0.0009599470374048736,60.047421269036725,59.977606587697885,1.0,0.0,1.0,0.02185597373238202,0.022363482448067067,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,60.321999999999996,78.54899999999999,60.111999999999995,77.4,18452.8208498,0.2822636758225374,61.99689083163324,61.50629248769319,1.0,0.0,1.0,0.09672314617396868,0.08779389081084088,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,77.63,99.5,76.57,85.20100000000001,29031.95416938,0.10078811369509033,64.50778383806477,63.47642939331998,1.0,0.0,1.0,0.09351048024349269,0.08638059345007801,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,85.039,89.8,80.003,84.73100000000001,4917.13050171,-0.0055163671787890065,66.62398935055113,65.15843543149683,1.0,0.0,1.0,0.08939056140802001,0.0832510639127608,1.0,0.0,1.0,,,,,0.0,0.0,0.0
