time,ETH open,ETH high,ETH low,ETH close,ETH volume,ETH daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,138.0,139.275,135.58,138.856,2170.43121201,,138.856,138.856,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,138.644,139.064,132.16,134.66899999999998,3953.11925017,-0.030153540358356712,136.6819229568328,136.7279530501605,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,134.52,136.857,134.05,135.941,3476.09590105,0.00944538089686553,136.41570256237873,136.45693099860947,0.0,-1.0,-1.0,0.02800066574723976,0.02800066574723975,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,135.761,137.515,135.372,136.26,1882.711386,0.002346606248298855,136.37217154983574,136.4052345674558,0.0,-1.0,-1.0,0.020645693979296834,0.020914715567660936,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,136.184,136.484,134.281,135.53799999999998,1098.30983544,-0.005298693673858601,136.17870396907134,136.22015304497214,0.0,-1.0,-1.0,0.016525467370916067,0.01693620217239982,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,135.263,136.165,130.904,133.136,2861.06108495,-0.017721967271171257,135.56919789650982,135.6627981758938,0.0,-1.0,-1.0,0.015205088185049852,0.01556177829266282,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,133.168,133.99,131.602,132.92,1958.6857025,-0.0016224011537075975,135.09798158397788,135.23112582644166,0.0,-1.0,-1.0,0.013633567041904633,0.01407931714387954,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,133.096,139.607,133.096,139.45,3615.15599198,0.04912729461330123,135.79931977050364,135.82137715261558,0.0,-1.0,-1.0,0.026185514910147627,0.02550791765461629,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,138.66899999999998,138.879,136.951,137.364,1067.52322869,-0.014958766583004547,136.03128451488325,136.01626300389876,1.0,0.0,1.0,0.024784673930456625,0.024227074812335218,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,137.611,142.901,137.158,142.77100000000002,3253.03076889,0.03936256952331019,136.9614988113922,136.79638931282634,1.0,0.0,1.0,0.02710024116642028,0.026508174174443816,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,142.87,145.439,140.15,142.231,1930.46777066,-0.0037822807152712015,137.6451150616627,137.3759333458272,1.0,0.0,1.0,0.02526341514368046,0.024934152322999566,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,142.30700000000002,142.30700000000002,140.062,141.296,1579.87776059,-0.006573813022477504,138.09379783453886,137.76510206563162,1.0,0.0,1.0,0.023787942147832822,0.023678143112298017,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,140.812,142.761,139.137,141.298,2642.71114798,1.4154682369094116e-05,138.46927211845002,138.093869938983,1.0,0.0,1.0,0.022218181035823212,0.0223931806202984,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,140.85,167.24400000000003,140.85,165.03,20183.11796598,0.1679570836105253,141.4532280692216,140.4573157211016,1.0,0.0,1.0,0.05925339512676987,0.05446341141381577,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,164.717,180.104,151.542,160.954,23766.227512,-0.024698539659455787,143.5633867271441,142.16154752560328,1.0,0.0,1.0,0.05776667280729934,0.05333861410656838,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,160.905,165.09,152.877,157.34799999999998,9768.51722746,-0.022403916646992258,145.00584149605552,143.36334572859275,1.0,0.0,1.0,0.05588346121242501,0.051993975637478464,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,157.417,168.428,156.45600000000002,165.85299999999998,4203.40611788,0.05405216462872109,147.1227363417208,145.06373773511496,1.0,0.0,1.0,0.05438629067425301,0.051220062028829484,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,166.19099999999997,173.13,160.607,165.835,4787.51382561,-0.00010852984269205113,148.97213891162218,146.56925855186557,1.0,0.0,1.0,0.051738478575761,0.04930898199301486,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,165.483,176.51,164.15,174.889,5653.11173022,0.0545964362167215,151.47183505929053,148.54292839396837,1.0,0.0,1.0,0.05052223012994872,0.048677923522300354,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,174.679,187.48,174.0,180.9,9495.90160363,0.034370372064566716,154.24821500248123,150.71703989023916,1.0,0.0,1.0,0.048185131134774586,0.04712061159062724,1.0,0.0,1.0,148.12695000000002,15.341838023676859,163.4687880236769,132.78511197632315,1.0,0.0,1.0
2019-04-09 00:00:00+00:00,180.083,180.769,174.46,175.9,3953.10063973,-0.027639579878385837,156.25045441329286,152.35233174277462,1.0,0.0,1.0,0.048054573483288204,0.046907018694490786,1.0,0.0,1.0,149.97915000000003,16.365635981579796,166.34478598157983,133.61351401842023,1.0,0.0,1.0
2019-04-10 00:00:00+00:00,175.97799999999998,185.141,170.59900000000002,177.47799999999998,8662.37169875,0.008971006253553071,158.17809171647826,153.9325949310101,1.0,0.0,1.0,0.04578028856542006,0.04532500768218748,1.0,0.0,1.0,152.11960000000005,17.04329211279633,169.16289211279638,135.0763078872037,1.0,0.0,1.0
2019-04-11 00:00:00+00:00,177.817,177.817,160.342,165.12,11429.50996355,-0.0696311655529136,158.798130484711,154.61544332508075,1.0,0.0,1.0,0.05034014657803026,0.04852634241492654,1.0,0.0,1.0,153.57855000000004,16.833073514505227,170.41162351450527,136.7454764854948,1.0,-1.0,0.0
2019-04-12 00:00:00+00:00,164.99,167.354,159.628,164.394,4420.77456237,-0.004396802325581373,159.29046351629023,155.195721511622,1.0,0.0,1.0,0.04813039343859544,0.04708738747876672,1.0,0.0,1.0,154.98525000000004,16.481505746473932,171.46675574647398,138.5037442535261,1.0,-1.0,0.0
2019-04-13 00:00:00+00:00,164.394,166.333,162.246,164.12099999999998,4532.10261407,-0.0016606445490711108,159.7096530130897,155.71150358025696,1.0,0.0,1.0,0.04599344530863579,0.045687777814193066,1.0,0.0,1.0,156.41440000000006,15.936679973207148,172.35107997320722,140.4777200267929,1.0,-1.0,0.0
2019-04-14 00:00:00+00:00,164.21599999999998,169.0,161.803,168.41400000000002,2876.80749522,0.026157530114975902,160.45556953885196,156.4274389631425,1.0,0.0,1.0,0.04431349693802979,0.04453522992107745,0.0,-1.0,-1.0,158.17830000000006,15.157866174296952,173.336166174297,143.02043382570312,1.0,-1.0,0.0
2019-04-15 00:00:00+00:00,168.41400000000002,169.24900000000002,156.003,160.268,5135.54216729,-0.048368900447706135,160.43967965767078,156.63884851410637,1.0,0.0,1.0,0.04529926305951386,0.04525839787709692,1.0,0.0,1.0,159.54570000000007,13.94433804018493,173.490038040185,145.60136195981514,1.0,-1.0,0.0
2019-04-16 00:00:00+00:00,160.0,167.926,159.583,166.40900000000002,3041.99188745,0.03831706890957642,160.94006953749724,157.16478663997336,1.0,0.0,1.0,0.04448496952837824,0.04462961144179139,0.0,-1.0,-1.0,160.89365000000006,13.18167597472464,174.0753259747247,147.71197402527542,1.0,-1.0,0.0
2019-04-17 00:00:00+00:00,166.29,168.39,164.74,166.726,2397.75816455,0.0019049450450396852,161.42042614963873,157.66871208946722,1.0,0.0,1.0,0.04257366039822566,0.043400632699015916,0.0,-1.0,-1.0,162.3617500000001,12.005789335391109,174.3675393353912,150.35596066460897,1.0,-1.0,0.0
2019-04-18 00:00:00+00:00,166.62599999999998,176.0,166.398,174.14,3731.34873306,0.04446816933171793,162.46711267677043,158.51961457002258,1.0,0.0,1.0,0.04221303632961963,0.043075962347526614,0.0,-1.0,-1.0,163.93020000000007,11.342443701239656,175.27264370123973,152.5877562987604,1.0,-1.0,0.0
2019-04-19 00:00:00+00:00,174.13,174.459,169.5,173.916,3842.14781782,-0.0012863213506373314,163.40160579129596,159.30001087443725,1.0,0.0,1.0,0.04052119798449298,0.04198760609843113,0.0,-1.0,-1.0,165.51445000000007,10.318694105845065,175.83314410584512,155.195755894155,1.0,-1.0,0.0
2019-04-20 00:00:00+00:00,173.916,177.83,170.86900000000003,173.41,5614.52206714,-0.002909450539340885,164.21244200474874,160.0024068493361,1.0,0.0,1.0,0.03893662414112055,0.04096553842269845,0.0,-1.0,-1.0,167.12015000000008,8.727676644325026,175.8478266443251,158.39247335567507,1.0,-1.0,0.0
2019-04-21 00:00:00+00:00,174.003,174.35299999999998,166.667,170.019,2693.88014983,-0.01955481229456202,164.6796446931202,160.49254812277132,1.0,0.0,1.0,0.03804547856587777,0.04036870610902623,0.0,-1.0,-1.0,168.55620000000008,6.2729559942076,174.82915599420767,162.28324400579248,1.0,-1.0,0.0
2019-04-22 00:00:00+00:00,170.208,173.53799999999998,168.16299999999998,171.51,2992.43028293,0.008769608102623838,165.22576318814092,161.0229317356527,1.0,0.0,1.0,0.036487877190051046,0.03935455553604571,0.0,-1.0,-1.0,168.8802000000001,6.248540415674505,175.1287404156746,162.63165958432558,1.0,-1.0,0.0
2019-04-23 00:00:00+00:00,171.56,176.56,169.074,170.893,5267.81337863,-0.003597457874176424,165.67625888918352,161.4907482741197,1.0,0.0,1.0,0.035074042966468814,0.03844258832178884,0.0,-1.0,-1.0,169.37715000000009,5.974191953949383,175.35134195394946,163.4029580460507,1.0,-1.0,0.0
2019-04-24 00:00:00+00:00,170.334,170.94400000000002,160.27100000000002,165.61900000000003,7027.73794377,-0.03086141620780258,165.67173160210638,161.68353885225062,1.0,0.0,1.0,0.0350354139608055,0.03834221493642396,0.0,-1.0,-1.0,169.79070000000007,5.351493594758268,175.14219359475834,164.4392064052418,1.0,-1.0,0.0
2019-04-25 00:00:00+00:00,165.62,166.227,147.0,152.136,8658.96399099,-0.0814097416359234,164.6067649997911,161.24392261162052,1.0,0.0,1.0,0.04068813717731861,0.041686283493149956,0.0,-1.0,-1.0,169.10485000000008,6.61301084605204,175.71786084605213,162.49183915394804,0.0,-1.0,-1.0
2019-04-26 00:00:00+00:00,151.878,155.727,148.596,153.124,7483.75653588,0.006494189409475659,163.70741668207864,160.87504904060253,1.0,0.0,1.0,0.039172031162258765,0.040722793139615694,0.0,-1.0,-1.0,168.46930000000006,7.4956952846285,175.96499528462857,160.97360471537155,0.0,-1.0,-1.0
2019-04-27 00:00:00+00:00,153.124,158.369,152.514,155.425,1126.44122681,0.015027036911261503,163.06143543404158,160.63063071325234,1.0,0.0,1.0,0.03796065118888263,0.039891616923618096,0.0,-1.0,-1.0,167.49610000000007,7.872411380056558,175.36851138005662,159.62368861994352,0.0,-1.0,-1.0
2019-04-28 00:00:00+00:00,155.507,156.542,152.566,153.543,1821.28131642,-0.012108734116133224,162.32191299267174,160.31665836018664,1.0,0.0,1.0,0.03653867696853749,0.039075361153749946,0.0,-1.0,-1.0,166.12825000000007,7.797187582543487,173.92543758254357,158.33106241745656,0.0,-1.0,-1.0
2019-04-29 00:00:00+00:00,153.405,154.44,148.9,152.488,1687.70764002,-0.006871039383104405,161.56059662199226,159.973914298572,1.0,0.0,1.0,0.03509879178932108,0.03822110459537507,0.0,-1.0,-1.0,164.95765000000006,8.007528643490305,172.96517864349036,156.95012135650975,0.0,-1.0,-1.0
2019-04-30 00:00:00+00:00,152.732,160.929,152.732,160.221,4107.60244992,0.050712187188500124,161.45722878334973,159.98461087627538,1.0,0.0,1.0,0.036818388043099594,0.03880270861344216,0.0,-1.0,-1.0,164.09480000000005,7.501144723868686,171.59594472386874,156.59365527613136,1.0,-1.0,0.0
2019-05-01 00:00:00+00:00,160.189,162.85,156.804,158.468,3828.1723774,-0.01094113755375392,161.22726835481225,159.91965829741537,1.0,0.0,1.0,0.0355056978747849,0.038044980334451674,0.0,-1.0,-1.0,163.76220000000006,7.600116547582943,171.36231654758302,156.1620834524171,1.0,-1.0,0.0
2019-05-02 00:00:00+00:00,158.468,160.19899999999998,156.086,159.293,1639.79575979,0.005206098392104508,161.07888183442105,159.89309529181656,1.0,0.0,1.0,0.034140420931788276,0.03721850400358325,0.0,-1.0,-1.0,163.50715000000005,7.663128489036031,171.1702784890361,155.844021510964,1.0,-1.0,0.0
2019-05-03 00:00:00+00:00,158.461,169.0,157.804,164.8,2809.15079222,0.03457151287250548,161.36360849727166,160.0990477686364,1.0,0.0,1.0,0.03410629350699975,0.03701328707792745,0.0,-1.0,-1.0,163.54110000000006,7.667494011117862,171.20859401111792,155.8736059888822,1.0,-1.0,0.0
2019-05-04 00:00:00+00:00,164.8,168.72,158.261,162.032,2525.60016376,-0.016796116504854353,161.414629428144,160.17941381045694,1.0,0.0,1.0,0.03320191833744159,0.036452829961479055,0.0,-1.0,-1.0,163.22200000000004,7.586395566025572,170.8083955660256,155.63560443397446,1.0,-1.0,0.0
2019-05-05 00:00:00+00:00,162.513,163.442,157.387,161.457,2183.72594819,-0.003548681741878279,161.41785661158548,160.23205234033003,1.0,0.0,1.0,0.03193372836360381,0.03570118115716031,0.0,-1.0,-1.0,163.28145000000004,7.566661569884027,170.84811156988405,155.71478843011602,1.0,-1.0,0.0
2019-05-06 00:00:00+00:00,161.28,175.5,157.975,171.5,4194.5076692,0.06220232012238557,162.18420626997985,160.69228983221345,1.0,0.0,1.0,0.03488663730482185,0.036971396049179796,0.0,-1.0,-1.0,163.53600000000003,7.760561767512088,171.29656176751212,155.77543823248794,1.0,0.0,1.0
2019-05-07 00:00:00+00:00,173.483,181.0,165.67700000000002,166.422,8688.28087595,-0.029609329446064207,162.50571732266886,160.9243748264309,1.0,0.0,1.0,0.03485974738246901,0.03685281560870835,0.0,-1.0,-1.0,163.52080000000004,7.754280092140749,171.2750800921408,155.76651990785928,1.0,-1.0,0.0
2019-05-08 00:00:00+00:00,165.24599999999998,171.81900000000002,162.409,169.59599999999998,3043.26148231,0.01907199769261281,163.04270416492113,161.27282308236533,1.0,0.0,1.0,0.033791238034371375,0.036227839916546274,0.0,-1.0,-1.0,163.29360000000003,7.488786651774197,170.78238665177423,155.80481334822582,1.0,-1.0,0.0
2019-05-09 00:00:00+00:00,169.12,173.0,165.36,169.93,4620.21742588,0.0019693860704261823,163.56347906365215,161.61802773829723,1.0,0.0,1.0,0.03248952980581952,0.035488896632574575,0.0,-1.0,-1.0,163.09430000000003,7.240124301782744,170.33442430178278,155.8541756982173,1.0,-1.0,0.0
