time,DGB open,DGB high,DGB low,DGB close,DGB volume,DGB daily_return
2019-03-20 00:00:00+00:00,0.013,0.014,0.013,0.014,1500865.73919122,
2019-03-21 00:00:00+00:00,0.014,0.014,0.012,0.013,424616.32724902,-0.07142857142857151
2019-03-22 00:00:00+00:00,0.013,0.013,0.013,0.013,466445.1675853,0.0
2019-03-23 00:00:00+00:00,0.013,0.013,0.012,0.013,355141.3444951,0.0
2019-03-24 00:00:00+00:00,0.012,0.013,0.012,0.013,7364.33594548,0.0
2019-03-25 00:00:00+00:00,0.013,0.013,0.011,0.012,696226.27889154,-0.07692307692307687
2019-03-26 00:00:00+00:00,0.013,0.013,0.012,0.012,206565.69206122,0.0
2019-03-27 00:00:00+00:00,0.012,0.013,0.012,0.012,919130.43215774,0.0
2019-03-28 00:00:00+00:00,0.012,0.013,0.012,0.013,451404.55235332,0.08333333333333326
2019-03-29 00:00:00+00:00,0.012,0.013,0.012,0.013,1560100.66121811,0.0
2019-03-30 00:00:00+00:00,0.013,0.013,0.012,0.013,4126544.9461341,0.0
2019-03-31 00:00:00+00:00,0.013,0.013,0.012,0.012,357066.0542342,-0.07692307692307687
2019-04-01 00:00:00+00:00,0.013,0.014,0.012,0.013,755557.56753602,0.08333333333333326
2019-04-02 00:00:00+00:00,0.014,0.015,0.013,0.014,6329758.19148203,0.0769230769230771
2019-04-03 00:00:00+00:00,0.014,0.017,0.014,0.014,4799445.06560873,0.0
2019-04-04 00:00:00+00:00,0.014,0.016,0.014,0.015,858591.51622553,0.0714285714285714
2019-04-05 00:00:00+00:00,0.015,0.015,0.014,0.015,406004.33033377,0.0
2019-04-06 00:00:00+00:00,0.015,0.016,0.014,0.015,365309.25392311,0.0
2019-04-07 00:00:00+00:00,0.015,0.016,0.014,0.015,459783.07284779,0.0
2019-04-08 00:00:00+00:00,0.015,0.016,0.014,0.015,1383417.4843038,0.0
2019-04-09 00:00:00+00:00,0.014,0.015,0.013,0.014,1612446.56999764,-0.06666666666666665
2019-04-10 00:00:00+00:00,0.015,0.015,0.013,0.014,1598589.60495888,0.0
2019-04-11 00:00:00+00:00,0.014,0.014,0.012,0.013,3270503.03803669,-0.07142857142857151
2019-04-12 00:00:00+00:00,0.013,0.014,0.012,0.014,839656.39080657,0.0769230769230771
2019-04-13 00:00:00+00:00,0.014,0.014,0.013,0.013,474527.29939983,-0.07142857142857151
2019-04-14 00:00:00+00:00,0.013,0.014,0.012,0.014,1762352.27152104,0.0769230769230771
2019-04-15 00:00:00+00:00,0.013,0.014,0.013,0.013,448950.66762766,-0.07142857142857151
2019-04-16 00:00:00+00:00,0.012,0.014,0.012,0.014,1524697.07703538,0.0769230769230771
2019-04-17 00:00:00+00:00,0.013,0.014,0.013,0.013,1903937.85911715,-0.07142857142857151
2019-04-18 00:00:00+00:00,0.013,0.014,0.013,0.014,1109968.14944062,0.0769230769230771
2019-04-19 00:00:00+00:00,0.013,0.014,0.013,0.013,1070885.04579114,-0.07142857142857151
2019-04-20 00:00:00+00:00,0.013,0.014,0.013,0.014,235217.64672195,0.0769230769230771
2019-04-21 00:00:00+00:00,0.014,0.014,0.013,0.013,663633.63428172,-0.07142857142857151
2019-04-22 00:00:00+00:00,0.012,0.014,0.012,0.014,1042520.30132729,0.0769230769230771
2019-04-23 00:00:00+00:00,0.013,0.014,0.013,0.013,540885.24742209,-0.07142857142857151
2019-04-24 00:00:00+00:00,0.012,0.012,0.011,0.012,2061874.49778078,-0.07692307692307687
2019-04-25 00:00:00+00:00,0.012,0.012,0.01,0.01,3102495.87900032,-0.16666666666666663
2019-04-26 00:00:00+00:00,0.011,0.012,0.011,0.011,1429343.75700097,0.09999999999999987
2019-04-27 00:00:00+00:00,0.01,0.011,0.01,0.01,848090.77394608,-0.09090909090909083
2019-04-28 00:00:00+00:00,0.01,0.011,0.01,0.01,17046.89257118,0.0
2019-04-29 00:00:00+00:00,0.01,0.011,0.01,0.01,1544399.09276414,0.0
2019-04-30 00:00:00+00:00,0.011,0.011,0.01,0.01,109455.7092872,0.0
2019-05-01 00:00:00+00:00,0.01,0.011,0.01,0.011,282429.60016562,0.09999999999999987
2019-05-02 00:00:00+00:00,0.011,0.012,0.01,0.011,3329688.95067636,0.0
2019-05-03 00:00:00+00:00,0.011,0.011,0.01,0.011,608876.49456597,0.0
2019-05-04 00:00:00+00:00,0.011,0.011,0.00951,0.01019,1107979.25525338,-0.07363636363636361
2019-05-05 00:00:00+00:00,0.00951,0.0109,0.00951,0.01079,3939146.03324249,0.05888125613346418
2019-05-06 00:00:00+00:00,0.0101,0.01049,0.00982,0.01027,853203.49130868,-0.04819277108433728
2019-05-07 00:00:00+00:00,0.01056,0.01085,0.01002,0.01025,1942645.57503746,-0.0019474196689386325
2019-05-08 00:00:00+00:00,0.01078,0.01078,0.00985,0.00997,1158625.38490502,-0.02731707317073173
2019-05-09 00:00:00+00:00,0.00984,0.01055,0.00951,0.01027,1335760.30838263,0.030090270812437314
2019-05-10 00:00:00+00:00,0.01003,0.01049,0.00981,0.0104,525123.06021489,0.012658227848101333
2019-05-11 00:00:00+00:00,0.01033,0.01192,0.01025,0.01152,2971358.30917387,0.10769230769230775
2019-05-12 00:00:00+00:00,0.01136,0.0115,0.01027,0.01027,1747983.10195572,-0.10850694444444453
2019-05-13 00:00:00+00:00,0.01022,0.01191,0.01018,0.01021,2715009.88097844,-0.0058422590068158975
2019-05-14 00:00:00+00:00,0.01061,0.01155,0.0101,0.01155,4932549.78842122,0.13124387855044062
2019-05-15 00:00:00+00:00,0.01155,0.01524,0.01119,0.01512,5408418.26477982,0.3090909090909091
2019-05-16 00:00:00+00:00,0.01495,0.01514,0.01186,0.0132,6457066.03161918,-0.12698412698412698
2019-05-17 00:00:00+00:00,0.01349,0.0135,0.011,0.01275,2109233.36019234,-0.03409090909090917
2019-05-18 00:00:00+00:00,0.0125,0.01314,0.012,0.01247,869885.43376549,-0.02196078431372539
2019-05-19 00:00:00+00:00,0.0128,0.015,0.01264,0.01299,6086475.30692058,0.04170008019246185
2019-05-20 00:00:00+00:00,0.013,0.013,0.01202,0.0123,4617633.2122736,-0.053117782909930744
2019-05-21 00:00:00+00:00,0.01281,0.0152,0.01243,0.01498,2306185.51612798,0.21788617886178852
2019-05-22 00:00:00+00:00,0.01479,0.01589,0.014,0.0145,3395474.48034429,-0.03204272363150862
2019-05-23 00:00:00+00:00,0.01435,0.01501,0.01375,0.0142,2594782.97457031,-0.020689655172413834
2019-05-24 00:00:00+00:00,0.01427,0.01526,0.01427,0.01481,2157795.94806845,0.04295774647887329
2019-05-25 00:00:00+00:00,0.0152,0.01607,0.015,0.01598,4677328.84204873,0.07900067521944631
2019-05-26 00:00:00+00:00,0.01551,0.0165,0.015,0.01508,7108736.51063886,-0.05632040050062592
2019-05-27 00:00:00+00:00,0.01601,0.0168,0.01564,0.01665,2363684.15606384,0.1041114058355439
2019-05-28 00:00:00+00:00,0.01664,0.01665,0.01528,0.01597,3204176.99359478,-0.04084084084084083
2019-05-29 00:00:00+00:00,0.0154,0.01664,0.01534,0.01651,2688346.48569497,0.033813400125234816
2019-05-30 00:00:00+00:00,0.01651,0.01691,0.01402,0.01404,5727040.9560643,-0.14960629921259838
2019-05-31 00:00:00+00:00,0.01476,0.01548,0.01405,0.015,1715510.15451073,0.06837606837606836
2019-06-01 00:00:00+00:00,0.015,0.01599,0.015,0.01512,1533868.20147365,0.008000000000000007
2019-06-02 00:00:00+00:00,0.0159,0.01671,0.0145,0.01581,2786847.00475214,0.045634920634920695
2019-06-03 00:00:00+00:00,0.01586,0.017,0.01478,0.01502,1530451.8458436,-0.04996837444655289
2019-06-04 00:00:00+00:00,0.015,0.015,0.01355,0.01412,2097150.45634841,-0.059920106524633754
2019-06-05 00:00:00+00:00,0.01412,0.01473,0.01378,0.014,1191742.52442708,-0.008498583569405138
2019-06-06 00:00:00+00:00,0.01444,0.015,0.01352,0.01415,691483.40656628,0.010714285714285676
2019-06-07 00:00:00+00:00,0.01428,0.01493,0.01387,0.01447,1069255.46605138,0.022614840989399365
2019-06-08 00:00:00+00:00,0.01445,0.01494,0.0136,0.0138,394383.10695745,-0.046302695231513535
2019-06-09 00:00:00+00:00,0.0138,0.0143,0.0125,0.01287,1197768.25905851,-0.06739130434782614
2019-06-10 00:00:00+00:00,0.01252,0.01378,0.0125,0.01305,2735262.40505705,0.013986013986014179
2019-06-11 00:00:00+00:00,0.01285,0.0132,0.0121,0.0125,2132374.77769441,-0.04214559386973182
2019-06-12 00:00:00+00:00,0.0125,0.0135,0.01014,0.01253,15623150.34726823,0.0023999999999999577
2019-06-13 00:00:00+00:00,0.0125,0.01296,0.01205,0.01246,2279914.25230819,-0.005586592178770888
2019-06-14 00:00:00+00:00,0.01289,0.01289,0.01173,0.0125,3064532.86048076,0.0032102728731941976
2019-06-15 00:00:00+00:00,0.01251,0.01308,0.01251,0.01275,2364754.66327631,0.019999999999999796
2019-06-16 00:00:00+00:00,0.01275,0.01325,0.01256,0.01298,2399561.77591796,0.018039215686274535
2019-06-17 00:00:00+00:00,0.01298,0.0131,0.01242,0.01267,3207069.78142393,-0.023882896764252703
2019-06-18 00:00:00+00:00,0.01267,0.01324,0.01223,0.01311,2647807.76320921,0.034727703235990504
2019-06-19 00:00:00+00:00,0.01311,0.0162,0.01311,0.01618,6957410.73808054,0.23417238749046532
2019-06-20 00:00:00+00:00,0.01551,0.01573,0.01407,0.01485,2458287.55330212,-0.0822002472187886
2019-06-21 00:00:00+00:00,0.01408,0.01487,0.01352,0.014,2108615.67473009,-0.0572390572390572
2019-06-22 00:00:00+00:00,0.01352,0.01494,0.01327,0.0149,2548355.3219081,0.06428571428571428
2019-06-23 00:00:00+00:00,0.0149,0.015,0.01389,0.01444,2068470.85111343,-0.03087248322147651
2019-06-24 00:00:00+00:00,0.01391,0.01443,0.0135,0.01366,1149043.97184387,-0.05401662049861489
2019-06-25 00:00:00+00:00,0.014,0.01489,0.01351,0.01451,1781465.79803465,0.0622254758418741
2019-06-26 00:00:00+00:00,0.0145,0.01507,0.01233,0.013,6144444.89726009,-0.10406616126809098
2019-06-27 00:00:00+00:00,0.013,0.01355,0.012,0.01215,4302653.37513224,-0.06538461538461537
2019-06-28 00:00:00+00:00,0.01207,0.01294,0.01152,0.01281,1555648.40651065,0.05432098765432114
2019-06-29 00:00:00+00:00,0.01225,0.01293,0.01175,0.01264,1274508.06441937,-0.013270882123341154
2019-06-30 00:00:00+00:00,0.01265,0.0135,0.0119,0.0119,2648328.80499527,-0.05854430379746833
2019-07-01 00:00:00+00:00,0.01201,0.0135,0.0115,0.013,3085414.10970038,0.09243697478991586
2019-07-02 00:00:00+00:00,0.01289,0.01296,0.01151,0.01195,2114952.39803031,-0.0807692307692307
