time,DGB open,DGB high,DGB low,DGB close,DGB volume,DGB daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-30 00:00:00+00:00,0.013000000000000001,0.013000000000000001,0.012,0.013000000000000001,4126544.9461341,0.0,0.012773486843424926,0.012796208684818133,0.0,-1.0,-1.0,0.043887131755041234,0.04407234515324388,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,0.013000000000000001,0.013000000000000001,0.012,0.012,357066.0542342,-0.07692307692307687,0.012678427637902778,0.012717164234326969,0.0,-1.0,-1.0,0.04853878047130706,0.04760235459420857,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.012,0.013000000000000001,755557.56753602,0.08333333333333326,0.012716110076821767,0.012743484641798534,0.0,-1.0,-1.0,0.05590481387125526,0.0540246176221836,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,0.013999999999999999,0.015,0.013000000000000001,0.013999999999999999,6329758.19148203,0.0769230769230771,0.012860348254084391,0.012853734552115324,1.0,0.0,1.0,0.058425096930805345,0.05667124940602727,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,0.013999999999999999,0.017,0.013999999999999999,0.013999999999999999,4799445.06560873,0.0,0.012983668808121776,0.012949042749583028,1.0,0.0,1.0,0.054971241926483894,0.05398665068617396,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,0.013999999999999999,0.016,0.013999999999999999,0.015,858591.51622553,0.0714285714285714,0.013194662507100396,0.013111347721209215,1.0,0.0,1.0,0.055715884272743536,0.055035551785258915,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,0.015,0.015,0.013999999999999999,0.015,406004.33033377,0.0,0.013377982916578853,0.013254144457841968,1.0,0.0,1.0,0.05282112094592283,0.05276817202201048,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,0.015,0.016,0.013999999999999999,0.015,365309.25392311,0.0,0.013538292893890214,0.01338068572568787,1.0,0.0,1.0,0.05014985120153329,0.0506964685287243,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,0.015,0.016,0.013999999999999999,0.015,459783.07284779,0.0,0.013679275384389445,0.013493539571968551,1.0,0.0,1.0,0.04767494038955976,0.04879271683745129,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,0.015,0.016,0.013999999999999999,0.015,1383417.4843038,0.0,0.01380387823817415,0.013594760503675168,1.0,0.0,1.0,0.04537379907502541,0.04703446402268082,0.0,-1.0,-1.0,0.013450000000000007,0.0010990426455975688,0.014549042645597575,0.012350957354402439,1.0,0.0,1.0
2019-04-09 00:00:00+00:00,0.013999999999999999,0.015,0.013000000000000001,0.013999999999999999,1612446.56999764,-0.06666666666666665,0.013822014512891938,0.013621075315110252,1.0,0.0,1.0,0.04887603990036333,0.049177282894862596,0.0,-1.0,-1.0,0.013450000000000007,0.0010990426455975688,0.014549042645597575,0.012350957354402439,1.0,-1.0,0.0
2019-04-10 00:00:00+00:00,0.015,0.015,0.013000000000000001,0.013999999999999999,1598589.60495888,0.0,0.013838177072193656,0.013644907546138486,1.0,0.0,1.0,0.04651894933406301,0.04749968861232551,0.0,-1.0,-1.0,0.013500000000000007,0.0011002392084403607,0.014600239208440367,0.012399760791559647,1.0,-1.0,0.0
2019-04-11 00:00:00+00:00,0.013999999999999999,0.013999999999999999,0.012,0.013000000000000001,3270503.03803669,-0.07142857142857151,0.013763312602918326,0.013605544165668306,1.0,0.0,1.0,0.04937496127506251,0.0494356757714235,0.0,-1.0,-1.0,0.013500000000000007,0.0011002392084403607,0.014600239208440367,0.012399760791559647,1.0,-1.0,0.0
2019-04-12 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.012,0.013999999999999999,839656.39080657,0.0769230769230771,0.013784136716744326,0.013628951926529752,1.0,0.0,1.0,0.05278797032421513,0.05166740025570377,1.0,0.0,1.0,0.013550000000000006,0.0010990426455975686,0.014649042645597575,0.012450957354402438,1.0,-1.0,0.0
2019-04-13 00:00:00+00:00,0.013999999999999999,0.013999999999999999,0.013000000000000001,0.013000000000000001,474527.29939983,-0.07142857142857151,0.01371609005633248,0.013592605483540902,1.0,0.0,1.0,0.05481105895217139,0.053139919641982496,1.0,0.0,1.0,0.013550000000000006,0.0010990426455975686,0.014649042645597575,0.012450957354402438,1.0,-1.0,0.0
2019-04-14 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.012,0.013999999999999999,1762352.27152104,0.0769230769230771,0.013740419637762114,0.013615566966031329,1.0,0.0,1.0,0.05730388174148522,0.05487382055275871,1.0,0.0,1.0,0.013650000000000006,0.0010399898784932565,0.014689989878493263,0.012610010121506749,1.0,-1.0,0.0
2019-04-15 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,448950.66762766,-0.07142857142857151,0.013677695273559536,0.013581682141749674,1.0,0.0,1.0,0.05881337572919953,0.05603594123018422,1.0,0.0,1.0,0.013700000000000007,0.0009787209698591845,0.014678720969859192,0.012721279030140822,1.0,-1.0,0.0
2019-04-16 00:00:00+00:00,0.012,0.013999999999999999,0.012,0.013999999999999999,1524697.07703538,0.0769230769230771,0.013704713093693494,0.013604200657527299,1.0,0.0,1.0,0.06070899780438591,0.05742520544670904,1.0,0.0,1.0,0.013800000000000007,0.0008944271909999148,0.014694427190999922,0.012905572809000091,1.0,-1.0,0.0
2019-04-17 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,1903937.85911715,-0.07142857142857151,0.013646206757260283,0.013572356154485262,1.0,0.0,1.0,0.06187243837127638,0.05836688698525071,1.0,0.0,1.0,0.013800000000000007,0.0008944271909999148,0.014694427190999922,0.012905572809000091,1.0,-1.0,0.0
2019-04-18 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013999999999999999,1109968.14944062,0.0769230769230771,0.013675320202798822,0.013594448125126491,1.0,0.0,1.0,0.06335271804995736,0.05950561610660899,1.0,0.0,1.0,0.013850000000000006,0.0008750939799154195,0.014725093979915426,0.012974906020084586,1.0,-1.0,0.0
2019-04-19 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,1070885.04579114,-0.07142857142857151,0.013620198507406202,0.013564317343968488,1.0,0.0,1.0,0.06426972691280886,0.060284111262976135,1.0,0.0,1.0,0.013850000000000006,0.0008750939799154195,0.014725093979915426,0.012974906020084586,1.0,-1.0,0.0
2019-04-20 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013999999999999999,235217.64672195,0.0769230769230771,0.013650968358962472,0.013586005648701152,1.0,0.0,1.0,0.06544769461486626,0.06123408034621572,1.0,0.0,1.0,0.013950000000000008,0.0007591546545162474,0.014709154654516256,0.01319084534548376,1.0,-1.0,0.0
2019-04-21 00:00:00+00:00,0.013999999999999999,0.013999999999999999,0.013000000000000001,0.013000000000000001,663633.63428172,-0.07142857142857151,0.01359859065644047,0.013557330674029193,1.0,0.0,1.0,0.06618238801130963,0.061887928858778335,1.0,0.0,1.0,0.013950000000000008,0.0007591546545162474,0.014709154654516256,0.01319084534548376,0.0,-1.0,-1.0
2019-04-22 00:00:00+00:00,0.012,0.013999999999999999,0.012,0.013999999999999999,1042520.30132729,0.0769230769230771,0.013630685189849466,0.013578640915184447,1.0,0.0,1.0,0.06713307087503553,0.06269170067220806,1.0,0.0,1.0,0.013950000000000008,0.0007591546545162474,0.014709154654516256,0.01319084534548376,1.0,-1.0,0.0
2019-04-23 00:00:00+00:00,0.013000000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,540885.24742209,-0.07142857142857151,0.01358055123988925,0.013551214783702175,1.0,0.0,1.0,0.06772905563433368,0.06324796171616465,1.0,0.0,1.0,0.013900000000000006,0.000788068925652411,0.014688068925652418,0.013111931074347594,0.0,-1.0,-1.0
2019-04-24 00:00:00+00:00,0.012,0.012,0.011000000000000001,0.012,2061874.49778078,-0.07692307692307687,0.013455581836794349,0.013478772593929614,0.0,-1.0,-1.0,0.06822236287731578,0.06387089694522846,1.0,0.0,1.0,0.013750000000000007,0.000850696309223399,0.014600696309223405,0.012899303690776609,0.0,-1.0,-1.0
2019-04-25 00:00:00+00:00,0.012,0.012,0.01,0.01,3102495.87900032,-0.16666666666666666,0.013183702978973274,0.013318592577548761,0.0,-1.0,-1.0,0.07880465521412273,0.07140604570265498,1.0,0.0,1.0,0.013500000000000007,0.0011470786693528073,0.014647078669352814,0.0123529213306472,0.0,-1.0,-1.0
2019-04-26 00:00:00+00:00,0.011000000000000001,0.012,0.011000000000000001,0.011000000000000001,1429343.75700097,0.09999999999999988,0.013012671907575489,0.013213263060911229,0.0,-1.0,-1.0,0.0825453749369829,0.07366643835659678,1.0,0.0,1.0,0.013300000000000006,0.001218281792655453,0.01451828179265546,0.012081718207344553,0.0,-1.0,-1.0
2019-04-27 00:00:00+00:00,0.01,0.011000000000000001,0.01,0.01,848090.77394608,-0.09090909090909084,0.012777700686797285,0.013069157865373892,0.0,-1.0,-1.0,0.08223352386513696,0.07412316504003036,1.0,0.0,1.0,0.013050000000000006,0.001356271980175997,0.014406271980176003,0.01169372801982401,0.0,-1.0,-1.0
2019-04-28 00:00:00+00:00,0.01,0.011000000000000001,0.01,0.01,17046.89257118,0.0,0.012561890850450811,0.012933198366931088,0.0,-1.0,-1.0,0.07908521338977816,0.07245331713206765,1.0,0.0,1.0,0.012800000000000006,0.001436369692919213,0.014236369692919219,0.011363630307080793,0.0,-1.0,-1.0
2019-04-29 00:00:00+00:00,0.01,0.011000000000000001,0.01,0.01,1544399.09276414,0.0,0.012363555818831598,0.012804780919707165,0.0,-1.0,-1.0,0.07605972565871331,0.07084077314734433,1.0,0.0,1.0,0.012600000000000005,0.0015355437918998262,0.01413554379189983,0.01106445620810018,0.0,-1.0,-1.0
2019-04-30 00:00:00+00:00,0.011000000000000001,0.011000000000000001,0.01,0.01,109455.70928719999,0.0,0.01218117580047934,0.012683359255583145,0.0,-1.0,-1.0,0.0731521294897853,0.06928230568974458,1.0,0.0,1.0,0.012400000000000005,0.0016026294183720607,0.014002629418372065,0.010797370581627944,0.0,-1.0,-1.0
2019-05-01 00:00:00+00:00,0.01,0.011000000000000001,0.01,0.011000000000000001,282429.60016562,0.09999999999999988,0.012090308318281489,0.012611265268583308,0.0,-1.0,-1.0,0.07675724380339274,0.07139427846019918,1.0,0.0,1.0,0.012300000000000005,0.0016254554017744948,0.0139254554017745,0.01067454459822551,1.0,-1.0,0.0
2019-05-02 00:00:00+00:00,0.011000000000000001,0.012,0.01,0.011000000000000001,3329688.95067636,0.0,0.012006665809680829,0.012542966406943608,0.0,-1.0,-1.0,0.07374703124027186,0.06983768828922259,1.0,0.0,1.0,0.012150000000000005,0.001598519051464425,0.013748519051464429,0.01055148094853558,1.0,-1.0,0.0
2019-05-03 00:00:00+00:00,0.011000000000000001,0.011000000000000001,0.01,0.011000000000000001,608876.49456597,0.0,0.01192963933972146,0.012478205061032435,0.0,-1.0,-1.0,0.07086302611411936,0.06833127953631173,1.0,0.0,1.0,0.012050000000000005,0.0016050905860647466,0.013655090586064752,0.010444909413935258,1.0,-1.0,0.0
2019-05-04 00:00:00+00:00,0.011000000000000001,0.011000000000000001,0.00951,0.010190000000000001,1107979.25525338,-0.07363636363636361,0.011796845882395275,0.012383068729857229,0.0,-1.0,-1.0,0.070671044465118,0.06834634350842077,1.0,0.0,1.0,0.011859500000000004,0.0015874722542125654,0.01344697225421257,0.010272027745787438,0.0,-1.0,-1.0
2019-05-05 00:00:00+00:00,0.00951,0.0109,0.00951,0.010790000000000001,3939146.03324249,0.05888125613346418,0.01172015878053563,0.012317431830669653,0.0,-1.0,-1.0,0.0703813932861976,0.06820922912843376,1.0,0.0,1.0,0.011749000000000002,0.0015808089201751264,0.013329808920175129,0.010168191079824876,1.0,-1.0,0.0
2019-05-06 00:00:00+00:00,0.0101,0.010490000000000001,0.00982,0.01027,853203.49130868,-0.04819277108433728,0.011609931357331342,0.012233804810114492,0.0,-1.0,-1.0,0.06868972445584455,0.06736031897882032,1.0,0.0,1.0,0.011562500000000003,0.0015201276781555957,0.013082627678155599,0.010042372321844408,1.0,-1.0,0.0
2019-05-07 00:00:00+00:00,0.01056,0.01085,0.010020000000000001,0.01025,1942645.57503746,-0.0019474196689386325,0.011506756689063969,0.01215344972854815,0.0,-1.0,-1.0,0.06603861993670641,0.06596314576316586,1.0,0.0,1.0,0.011425000000000003,0.0015075790980383387,0.012932579098038341,0.009917420901961665,1.0,-1.0,0.0
2019-05-08 00:00:00+00:00,0.01078,0.01078,0.00985,0.00997,1158625.38490502,-0.02731707317073173,0.01139036949276658,0.012065713089267191,0.0,-1.0,-1.0,0.06371620102156685,0.06474366548526472,0.0,-1.0,-1.0,0.011223500000000003,0.0014115585824112768,0.01263505858241128,0.009811941417588725,1.0,-1.0,0.0
2019-05-09 00:00:00+00:00,0.00984,0.01055,0.00951,0.01027,1335760.30838263,0.030090270812437318,0.011305654051015827,0.011994109086596276,0.0,-1.0,-1.0,0.062133807290808245,0.06384022751046284,0.0,-1.0,-1.0,0.011087000000000003,0.001361848975319559,0.012448848975319561,0.009725151024680445,1.0,-1.0,0.0
2019-05-10 00:00:00+00:00,0.010029999999999999,0.010490000000000001,0.00981,0.0104,525123.06021489,0.012658227848101332,0.011237275853397415,0.011931011385859206,0.0,-1.0,-1.0,0.059937862295995036,0.06264504783669314,0.0,-1.0,-1.0,0.010907000000000003,0.0011826913998877334,0.012089691399887737,0.00972430860011227,1.0,-1.0,0.0
2019-05-11 00:00:00+00:00,0.010329999999999999,0.01192,0.01025,0.01152,2971358.30917387,0.10769230769230777,0.011258592602140181,0.011914857727267416,0.0,-1.0,-1.0,0.06505180540144347,0.06525677225484394,0.0,-1.0,-1.0,0.010833000000000002,0.0010872955343177648,0.011920295534317768,0.009745704465682237,1.0,-1.0,0.0
2019-05-12 00:00:00+00:00,0.011359999999999999,0.0115,0.01027,0.01027,1747983.10195572,-0.10850694444444453,0.011184149721058991,0.011850649967802824,0.0,-1.0,-1.0,0.0695322315526304,0.06741104601840693,1.0,0.0,1.0,0.010646500000000003,0.000796487519312788,0.01144298751931279,0.009850012480687216,1.0,-1.0,0.0
2019-05-13 00:00:00+00:00,0.01022,0.011909999999999999,0.01018,0.010209999999999999,2715009.88097844,-0.0058422590068158975,0.011110880623893715,0.01178702430430776,0.0,-1.0,-1.0,0.06686089652016951,0.0660737016173026,1.0,0.0,1.0,0.010507000000000002,0.0005765514538593713,0.011083551453859374,0.00993044854614063,1.0,-1.0,0.0
2019-05-14 00:00:00+00:00,0.01061,0.01155,0.0101,0.01155,4932549.78842122,0.13124387855044062,0.011143872379994082,0.011777889980909529,0.0,-1.0,-1.0,0.07393494898634917,0.06998205682602833,1.0,0.0,1.0,0.010484500000000002,0.0005213593063481037,0.011005859306348106,0.009963140693651899,1.0,0.0,1.0
2019-05-15 00:00:00+00:00,0.01155,0.01524,0.01119,0.015119999999999998,5408418.26477982,0.3090909090909091,0.0114423050172653,0.011905909549466404,0.0,-1.0,-1.0,0.10821320005557747,0.09115861326183519,1.0,0.0,1.0,0.010740500000000002,0.0011495283930011361,0.011890028393001137,0.009590971606998866,1.0,0.0,1.0
2019-05-16 00:00:00+00:00,0.01495,0.01514,0.011859999999999999,0.0132,6457066.03161918,-0.12698412698412698,0.011574108065811028,0.011955192049626525,0.0,-1.0,-1.0,0.11215839499318139,0.09340831944487946,1.0,0.0,1.0,0.0108505,0.001274170421551952,0.012124670421551954,0.009576329578448048,1.0,0.0,1.0
2019-05-17 00:00:00+00:00,0.01349,0.0135,0.011000000000000001,0.01275,2109233.36019234,-0.03409090909090917,0.01166220799928692,0.011985291514237297,0.0,-1.0,-1.0,0.10873434009247972,0.09195267167526656,1.0,0.0,1.0,0.010988000000000001,0.001324929392359014,0.012312929392359015,0.009663070607640987,1.0,0.0,1.0
2019-05-18 00:00:00+00:00,0.0125,0.01314,0.012,0.01247,869885.43376549,-0.02196078431372539,0.011722681058125099,0.012003548853857118,0.0,-1.0,-1.0,0.10500093142640494,0.0903436868506678,1.0,0.0,1.0,0.0111115,0.0013429828348630619,0.012454482834863062,0.009768517165136938,1.0,0.0,1.0
2019-05-19 00:00:00+00:00,0.0128,0.015,0.01264,0.01299,6086475.30692058,0.04170008019246185,0.011817485439817872,0.012040512998144591,0.0,-1.0,-1.0,0.10133864387718002,0.08890169123953671,1.0,0.0,1.0,0.011261,0.0013786870184116574,0.012639687018411658,0.009882312981588343,1.0,0.0,1.0
2019-05-20 00:00:00+00:00,0.013000000000000001,0.013000000000000001,0.01202,0.0123,4617633.2122736,-0.05311778290993074,0.01185355633543335,0.012050188044527219,0.0,-1.0,-1.0,0.0990641827115493,0.08795007567461065,1.0,0.0,1.0,0.011376,0.0013638119950692322,0.012739811995069232,0.01001218800493077,1.0,-1.0,0.0
2019-05-21 00:00:00+00:00,0.01281,0.0152,0.01243,0.014980000000000002,2306185.51612798,0.2178861788617885,0.012087129663210187,0.012158903225617093,0.0,-1.0,-1.0,0.11070090042655897,0.09552372309604674,1.0,0.0,1.0,0.011574999999999998,0.0015793919549524126,0.01315439195495241,0.009995608045047587,1.0,0.0,1.0
2019-05-22 00:00:00+00:00,0.014790000000000001,0.01589,0.013999999999999999,0.0145,3395474.48034429,-0.03204272363150862,0.01226728752432433,0.012245372153650687,1.0,0.0,1.0,0.10752234657669653,0.09410107658512046,1.0,0.0,1.0,0.01175,0.0017015101651489612,0.01345151016514896,0.01004848983485104,1.0,0.0,1.0
2019-05-23 00:00:00+00:00,0.01435,0.015009999999999999,0.01375,0.0142,2594782.97457031,-0.020689655172413838,0.012411516324454936,0.012317245707036534,1.0,0.0,1.0,0.10398543608666544,0.0925269425101106,1.0,0.0,1.0,0.011909999999999999,0.0017760926955420644,0.013686092695542064,0.010133907304457934,1.0,0.0,1.0
2019-05-24 00:00:00+00:00,0.01427,0.01526,0.01427,0.01481,2157795.94806845,0.042957746478873286,0.012590413922586249,0.012408513985450512,1.0,0.0,1.0,0.10028074127107693,0.09102996587548538,1.0,0.0,1.0,0.012140999999999997,0.0018399081784869426,0.01398090817848694,0.010301091821513054,1.0,0.0,1.0
2019-05-25 00:00:00+00:00,0.0152,0.016069999999999997,0.015,0.01598,4677328.84204873,0.07900067521944631,0.012843118782398535,0.012538738521948133,1.0,0.0,1.0,0.09782408654369136,0.0902854404569516,1.0,0.0,1.0,0.012400499999999998,0.0019984980544609475,0.014398998054460946,0.01040200194553905,1.0,0.0,1.0
2019-05-26 00:00:00+00:00,0.01551,0.0165,0.015,0.015080000000000001,7108736.51063886,-0.05632040050062592,0.01300981433074515,0.012631030100748519,1.0,0.0,1.0,0.09647045742961338,0.08958093773356424,1.0,0.0,1.0,0.012641,0.002017942933833984,0.014658942933833984,0.010623057066166015,1.0,0.0,1.0
2019-05-27 00:00:00+00:00,0.01601,0.0168,0.01564,0.01665,2363684.15606384,0.1041114058355439,0.01328097869428135,0.012776428317813041,1.0,0.0,1.0,0.09569275959243459,0.08970080086680056,1.0,0.0,1.0,0.012961,0.00212351471312117,0.01508451471312117,0.01083748528687883,1.0,0.0,1.0
2019-05-28 00:00:00+00:00,0.016640000000000002,0.01665,0.015280000000000002,0.015969999999999998,3204176.99359478,-0.04084084084084083,0.013481215602578362,0.01289153826354977,1.0,0.0,1.0,0.09365723485797396,0.08865721746344377,1.0,0.0,1.0,0.013261,0.00210244193861879,0.01536344193861879,0.01115855806138121,1.0,0.0,1.0
2019-05-29 00:00:00+00:00,0.0154,0.016640000000000002,0.015340000000000001,0.01651,2688346.48569497,0.033813400125234816,0.013706676332523864,0.013021498316352574,1.0,0.0,1.0,0.09019210655879469,0.08713755874616959,1.0,0.0,1.0,0.013573000000000002,0.0020982200476644557,0.01567122004766446,0.011474779952335546,1.0,0.0,1.0
2019-05-30 00:00:00+00:00,0.01651,0.016909999999999998,0.01402,0.01404,5727040.9560643,-0.14960629921259838,0.013731480938268177,0.013057952967284622,1.0,0.0,1.0,0.09791236235994563,0.09082186208965083,1.0,0.0,1.0,0.013755,0.0019619498893756254,0.015716949889375626,0.011793050110624374,1.0,-1.0,0.0
2019-05-31 00:00:00+00:00,0.014759999999999999,0.01548,0.01405,0.015,1715510.15451073,0.06837606837606837,0.013825851588840239,0.013127233248971972,1.0,0.0,1.0,0.09560955422607083,0.08992265087264949,1.0,0.0,1.0,0.013929000000000002,0.0019068433545908656,0.01583584335459087,0.012022156645409137,1.0,-1.0,0.0
2019-06-01 00:00:00+00:00,0.015,0.01599,0.015,0.015119999999999998,1533868.20147365,0.008000000000000007,0.013922103020600705,0.013198095739594524,1.0,0.0,1.0,0.09198889007964096,0.08829889340133411,1.0,0.0,1.0,0.014171500000000004,0.0017158557018215898,0.015887355701821593,0.012455644298178414,1.0,-1.0,0.0
2019-06-02 00:00:00+00:00,0.0159,0.01671,0.0145,0.01581,2786847.00475214,0.045634920634920695,0.014062479148489935,0.013290688406073947,1.0,0.0,1.0,0.08897147793607685,0.08698109074435366,1.0,0.0,1.0,0.014451500000000003,0.0014754527405083703,0.01592695274050837,0.012976047259491632,1.0,-1.0,0.0
2019-06-03 00:00:00+00:00,0.01586,0.017,0.014780000000000001,0.015019999999999999,1530451.8458436,-0.04996837444655289,0.01413365998704751,0.0133518106708418,1.0,0.0,1.0,0.08729518858460752,0.0861570683508648,1.0,0.0,1.0,0.014625000000000003,0.0013111806652182148,0.01593618066521822,0.013313819334781788,1.0,-1.0,0.0
2019-06-04 00:00:00+00:00,0.015,0.015,0.01355,0.014119999999999999,2097150.45634841,-0.05992010652463376,0.014132644738256362,0.013378884329113638,1.0,0.0,1.0,0.0860031223787596,0.08556128194361959,1.0,0.0,1.0,0.014575000000000001,0.0013103776072889014,0.015885377607288902,0.0132646223927111,1.0,-1.0,0.0
2019-06-05 00:00:00+00:00,0.014119999999999999,0.014730000000000002,0.01378,0.013999999999999999,1191742.52442708,-0.008498583569405138,0.014122788153951472,0.01340071401835665,1.0,0.0,1.0,0.08281364297991946,0.08407711513432399,0.0,-1.0,-1.0,0.014615000000000003,0.0012780062597655677,0.01589300625976557,0.013336993740234435,1.0,-1.0,0.0
2019-06-06 00:00:00+00:00,0.01444,0.015,0.013519999999999999,0.01415,691483.40656628,0.010714285714285676,0.014124809846045843,0.013426978045182947,1.0,0.0,1.0,0.07970217734961267,0.08258863263450061,0.0,-1.0,-1.0,0.014685000000000004,0.0012068379736886047,0.015891837973688608,0.0134781620263114,1.0,-1.0,0.0
2019-06-07 00:00:00+00:00,0.014280000000000001,0.01493,0.013869999999999999,0.014469999999999998,1069255.46605138,0.02261484098939936,0.014150451255863903,0.013463443904383404,1.0,0.0,1.0,0.07684960362522426,0.08118740931171882,0.0,-1.0,-1.0,0.014785000000000003,0.0010909363433597452,0.015875936343359747,0.013694063656640257,1.0,-1.0,0.0
2019-06-08 00:00:00+00:00,0.01445,0.01494,0.0136,0.0138,394383.10695745,-0.046302695231513535,0.014124423119489856,0.013475181222876711,1.0,0.0,1.0,0.07520943030748914,0.08033924192132604,0.0,-1.0,-1.0,0.014825500000000002,0.0010343595781168555,0.015859859578116857,0.013791140421883147,1.0,-1.0,0.0
2019-06-09 00:00:00+00:00,0.0138,0.0143,0.0125,0.01287,1197768.25905851,-0.06739130434782614,0.014031270191836207,0.01345412633294809,1.0,0.0,1.0,0.07465938585488338,0.0800273498711762,0.0,-1.0,-1.0,0.014854000000000003,0.0009667547449286603,0.015820754744928663,0.013887245255071342,0.0,-1.0,-1.0
2019-06-10 00:00:00+00:00,0.01252,0.01378,0.0125,0.01305,2735262.40505705,0.01398601398601418,0.013958411268508029,0.013440098936892571,1.0,0.0,1.0,0.07199025441090807,0.0786525437684693,0.0,-1.0,-1.0,0.014757500000000003,0.0010465475823416908,0.015804047582341694,0.013710952417658313,0.0,-1.0,-1.0
2019-06-11 00:00:00+00:00,0.01285,0.0132,0.0121,0.0125,2132374.77769441,-0.042145593869731816,0.013850138269219218,0.013407540707033924,1.0,0.0,1.0,0.07007400421587466,0.07770342495913264,0.0,-1.0,-1.0,0.014657500000000004,0.0011616679251924915,0.015819167925192494,0.013495832074807512,0.0,-1.0,-1.0
