time,TUSD open,TUSD high,TUSD low,TUSD close,TUSD volume,TUSD daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,1.0,1.001,0.998,0.9990000000000001,32233.16840936,,0.9990000000000001,0.9990000000000001,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,0.9990000000000001,1.001,0.9990000000000001,0.9990000000000001,10749.33011474,0.0,0.9990000000000001,0.9990000000000001,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,0.9990000000000001,1.003,0.9990000000000001,1.002,975.51304304,0.0030030030030030463,1.0000779274363105,1.0000331825443556,1.0,0.0,1.0,0.00212344378734702,0.00212344378734702,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,1.001,1.002,0.9990000000000001,1.001,2317.60207572,-0.0009980039920161057,1.0003357186487498,1.0002869821614133,1.0,0.0,1.0,0.0021048613776440375,0.002091927157432952,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,1.001,1.001,1.001,1.001,304.0,0.0,1.0004897839678062,1.0004391514038256,1.0,0.0,1.0,0.0017172546158318773,0.0017264080620969678,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001,925.41262494,-0.0019980019980019303,1.0001913545496266,1.0001790741539074,1.0,0.0,1.0,0.0018642255320657688,0.0018686748498981448,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,1.001,1.003,0.998,0.998,18344.2475539,-0.0010010010010009782,0.9998015754350934,0.9998361229051006,0.0,-1.0,-1.0,0.0016801136365404057,0.0017056031192552031,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,0.9990000000000001,1.001,0.9990000000000001,1.001,756.4612394,0.003006012024048044,0.9999947044227708,0.9999989578156729,0.0,-1.0,-1.0,0.0020286579458095935,0.0019981801317857915,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,1.001,1.001,0.9990000000000001,0.9990000000000001,4662.79785158,-0.0019980019980019303,0.9998472389197169,0.9998727553906062,0.0,-1.0,-1.0,0.0020497791125286256,0.002021005671676228,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,1.001,1.001,1.001,1.001,8117.36141824,0.002002002002001957,1.0000063427928265,1.000002944497435,1.0,0.0,1.0,0.0020343266267273882,0.00200661626129658,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,1.001,1.001,0.9990000000000001,1.001,1809.77286302,0.0,1.0001352506703864,1.0001092699732315,1.0,0.0,1.0,0.0018794488590286186,0.001877134674126334,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,0.9990000000000001,1.001,0.998,1.001,36396.18684826,0.0,1.000241525760839,1.00019769812887,1.0,0.0,1.0,0.0017464100352873376,0.0017666002614848135,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,0.9990000000000001,1.001,0.998,1.001,12523.68249396,0.0,1.0003304051626707,1.0002723595215446,1.0,0.0,1.0,0.0016303287748511489,0.0016706845155850508,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,1.001,1.01,0.998,1.003,123915.66434829,0.0019980019980019303,1.0006303198877686,1.0005116897582689,1.0,0.0,1.0,0.001647600783810239,0.0016801898698511372,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,1.002,1.004,0.998,1.002,141237.30459453,-0.0009970089730806377,1.0007785315769093,1.0006354378540296,1.0,0.0,1.0,0.0016121208742660364,0.0016470489625625866,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,1.001,1.001,0.9990000000000001,0.9990000000000001,54558.48386794,-0.0029940119760478727,1.0005924217960986,1.000506015510175,1.0,0.0,1.0,0.0018388844598437903,0.0018213273322748753,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,0.9990000000000001,1.0,0.998,0.9990000000000001,9847.02800177,0.0,1.0004307216060393,1.0003921490761118,1.0,0.0,1.0,0.0017370366009215293,0.0017440249348054946,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,0.9990000000000001,1.001,0.998,1.0,13674.33359312,0.0010010010010010897,1.0003881517887436,1.0003637257386262,1.0,0.0,1.0,0.0016803825696986427,0.0016978467876866562,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,0.9990000000000001,1.002,0.9990000000000001,1.001,160636.22356161,0.00099999999999989,1.0004471649003785,1.0004080691985862,1.0,0.0,1.0,0.0016225658155859435,0.0016527460852782281,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,0.9990000000000001,1.005,0.998,0.9990000000000001,393272.28306326,-0.0019980019980019303,1.000310633125054,1.000313459294777,0.0,-1.0,-1.0,0.0016672674301615536,0.001684023434757571,0.0,-1.0,-1.0,1.0002999999999997,0.0013416407864997805,1.0016416407864994,0.9989583592135,1.0,-1.0,0.0
2019-04-09 00:00:00+00:00,0.9990000000000001,1.001,0.997,1.0,107933.66194968,0.0010010010010010897,1.0002819074617724,1.000293104363164,0.0,-1.0,-1.0,0.0016195630815959313,0.00164636732968426,0.0,-1.0,-1.0,1.0003499999999999,0.0013088765773504383,1.0016588765773502,0.9990411234226494,1.0,-1.0,0.0
2019-04-10 00:00:00+00:00,1.0,1.002,0.998,1.001,178360.20033242,0.00099999999999989,1.0003471162235755,1.00033756412206,1.0,0.0,1.0,0.001569979304961314,0.001609043403731779,0.0,-1.0,-1.0,1.00045,0.0012763022245615757,1.0017263022245617,0.9991736977754385,1.0,-1.0,0.0
2019-04-11 00:00:00+00:00,1.0,1.003,0.9990000000000001,1.001,41940.20296004,0.0,1.0004054306287793,1.0003779973836284,1.0,0.0,1.0,0.0014958697881896062,0.0015560817622222996,0.0,-1.0,-1.0,1.0004000000000002,0.0012311740225020888,1.0016311740225023,0.9991688259774981,1.0,-1.0,0.0
2019-04-12 00:00:00+00:00,0.9990000000000001,1.001,0.9990000000000001,0.9990000000000001,30495.92127806,-0.0019980019980019303,1.000281778724415,1.000296224393052,0.0,-1.0,-1.0,0.0015513985672751531,0.0015903664238807668,0.0,-1.0,-1.0,1.0003,0.0012607433062325959,1.0015607433062326,0.9990392566937674,0.0,-1.0,-1.0
2019-04-13 00:00:00+00:00,1.001,1.001,1.001,1.001,185.48752036,0.002002002002001957,1.000344105303692,1.0003368948145832,1.0,0.0,1.0,0.0016022699167195218,0.0016183794249790356,0.0,-1.0,-1.0,1.0003,0.0012607433062325959,1.0015607433062326,0.9990392566937674,1.0,-1.0,0.0
2019-04-14 00:00:00+00:00,1.001,1.002,0.9990000000000001,0.9990000000000001,55957.5390467,-0.0019980019980019303,1.0002289225840812,1.0002615450353485,0.0,-1.0,-1.0,0.0016440768028607806,0.0016458154199511914,0.0,-1.0,-1.0,1.0003,0.0012607433062325959,1.0015607433062326,0.9990392566937674,0.0,-1.0,-1.0
2019-04-15 00:00:00+00:00,1.005,1.05,0.9990000000000001,1.001,200155.20202264,0.002002002002001957,1.0002942441101426,1.0003021944172972,0.0,-1.0,-1.0,0.0016829878057463385,0.0016684877598171543,1.0,0.0,1.0,1.00045,0.0011459310165697555,1.0015959310165699,0.9993040689834303,1.0,-1.0,0.0
2019-04-16 00:00:00+00:00,1.001,1.001,0.9990000000000001,1.001,6670.2801168000005,0.0,1.000353405469336,1.000339758068272,1.0,0.0,1.0,0.0016094303564338152,0.0016208756934180599,0.0,-1.0,-1.0,1.00045,0.0011459310165697555,1.0015959310165699,0.9993040689834303,1.0,-1.0,0.0
2019-04-17 00:00:00+00:00,1.001,1.002,0.9990000000000001,0.9990000000000001,79929.030772,-0.0019980019980019303,1.0002410437203801,1.000269145881163,0.0,-1.0,-1.0,0.0016485226975198543,0.001645872355472322,1.0,0.0,1.0,1.00045,0.0011459310165697555,1.0015959310165699,0.9993040689834303,0.0,-1.0,-1.0
2019-04-18 00:00:00+00:00,0.9990000000000001,1.0,0.9990000000000001,1.0,3972.0312319,0.0010010010010010897,1.0002212083691695,1.0002552418744357,0.0,-1.0,-1.0,0.001608276036773666,0.0016184863121832867,0.0,-1.0,-1.0,1.0004,0.0011424811411548503,1.0015424811411549,0.9992575188588451,1.0,-1.0,0.0
2019-04-19 00:00:00+00:00,1.0,1.001,0.9990000000000001,0.9990000000000001,20564.32135402,-0.0010000000000000009,1.0001215296161021,1.00019161745269,0.0,-1.0,-1.0,0.0015651959665383332,0.001591718107727794,0.0,-1.0,-1.0,1.0002999999999997,0.001174285897224697,1.0014742858972245,0.9991257141027751,0.0,-1.0,-1.0
2019-04-20 00:00:00+00:00,0.9990000000000001,1.001,0.9990000000000001,1.0,5784.5245258,0.0010010010010010897,1.000111683819495,1.0001820787261684,0.0,-1.0,-1.0,0.001530256142447478,0.0015673771210014328,0.0,-1.0,-1.0,1.0002499999999999,0.0011641577031890902,1.001414157703189,0.9990858422968107,1.0,-1.0,0.0
