time,XRP open,XRP high,XRP low,XRP close,XRP volume,XRP daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-04-20 00:00:00+00:00,0.332,0.33399999999999996,0.32299999999999995,0.32799999999999996,548902.01166529,-0.012048192771084376,0.331640914661448,0.3294863283315198,1.0,0.0,1.0,0.03544080741645217,0.018191299214543072,1.0,0.0,1.0,0.3383,0.015124396464687427,0.35342439646468743,0.32317560353531255,1.0,-1.0,0.0
2019-04-21 00:00:00+00:00,0.32899999999999996,0.32899999999999996,0.317,0.322,496880.87378599,-0.018292682926829285,0.3308651949920894,0.3291200003349073,1.0,0.0,1.0,0.03434736346017231,0.017808647211287162,1.0,0.0,1.0,0.33875,0.014450915104878925,0.35320091510487894,0.32429908489512105,0.0,-1.0,-1.0
2019-04-22 00:00:00+00:00,0.32299999999999995,0.33299999999999996,0.319,0.324,553716.16286783,0.006211180124223503,0.33031629090311365,0.32887352190179564,1.0,0.0,1.0,0.032995576003062854,0.017403172721006516,1.0,0.0,1.0,0.33725,0.014341236091480265,0.35159123609148024,0.32290876390851975,1.0,-1.0,0.0
2019-04-23 00:00:00+00:00,0.32299999999999995,0.32899999999999996,0.321,0.321,1136152.74055666,-0.0092592592592593,0.32957572735497803,0.3285003366650787,1.0,0.0,1.0,0.031726620837586664,0.017064018424366292,1.0,0.0,1.0,0.33615,0.01471581676829024,0.35086581676829026,0.32143418323170975,0.0,-1.0,-1.0
2019-04-24 00:00:00+00:00,0.32,0.322,0.292,0.3,3934061.49937736,-0.06542056074766356,0.3272372641021776,0.32716936250278633,1.0,0.0,1.0,0.03519661251755744,0.017739698046865027,1.0,0.0,1.0,0.33465,0.016762348158580635,0.35141234815858063,0.31788765184141937,0.0,-1.0,-1.0
2019-04-25 00:00:00+00:00,0.301,0.307,0.28,0.287,3396458.0294826,-0.043333333333333335,0.32407146976634055,0.32531976498815357,0.0,-1.0,-1.0,0.035258223808710965,0.019315575420534716,1.0,0.0,1.0,0.33085,0.018519619752831663,0.34936961975283165,0.3123303802471683,0.0,-1.0,-1.0
2019-04-26 00:00:00+00:00,0.28600000000000003,0.29600000000000004,0.28300000000000003,0.294,1949247.39894666,0.024390243902439046,0.3217162246885225,0.3238969640444488,0.0,-1.0,-1.0,0.03509731676918929,0.019993769910283527,1.0,0.0,1.0,0.3279499999999999,0.0195460993551143,0.3474960993551142,0.3084039006448856,0.0,-1.0,-1.0
2019-04-27 00:00:00+00:00,0.294,0.297,0.29,0.292,658419.02506786,-0.006802721088435382,0.31939852870097607,0.32246648102655073,0.0,-1.0,-1.0,0.0336883393687177,0.02065134871144475,1.0,0.0,1.0,0.3243999999999999,0.019291121492050502,0.3436911214920504,0.30510887850794943,0.0,-1.0,-1.0
2019-04-28 00:00:00+00:00,0.292,0.295,0.28800000000000003,0.29100000000000004,416375.11694154,-0.003424657534246589,0.31719214200835344,0.32107255892616093,0.0,-1.0,-1.0,0.03235559263684013,0.021225025393427452,1.0,0.0,1.0,0.32104999999999995,0.018963885344739397,0.34001388534473936,0.30208611465526053,0.0,-1.0,-1.0
2019-04-29 00:00:00+00:00,0.29100000000000004,0.293,0.284,0.287,498041.00231329,-0.013745704467354014,0.3148547436610254,0.3195808388000986,0.0,-1.0,-1.0,0.03113033820955846,0.021921375151470565,1.0,0.0,1.0,0.3179499999999999,0.019220260691588772,0.3371702606915887,0.2987297393084111,0.0,-1.0,-1.0
2019-04-30 00:00:00+00:00,0.289,0.308,0.287,0.306,1255707.19700918,0.06620209059233463,0.3141714814767624,0.318992911224108,0.0,-1.0,-1.0,0.035979879656031756,0.02161857883158758,1.0,0.0,1.0,0.31549999999999995,0.01727334423476337,0.33277334423476335,0.29822665576523655,1.0,-1.0,0.0
2019-05-01 00:00:00+00:00,0.307,0.308,0.297,0.299,688316.96301625,-0.022875816993464082,0.3130043441865764,0.31813666578683775,0.0,-1.0,-1.0,0.03504954440227666,0.021539992777592575,1.0,0.0,1.0,0.31404999999999994,0.01738564138350355,0.3314356413835035,0.29666435861649637,1.0,-1.0,0.0
2019-05-02 00:00:00+00:00,0.3,0.301,0.295,0.297,687226.35331618,-0.006688963210702337,0.31177657817412996,0.31724071758994704,0.0,-1.0,-1.0,0.033684337141877956,0.02151117168805854,1.0,0.0,1.0,0.31264999999999993,0.017583709566108767,0.3302337095661087,0.29506629043389115,1.0,-1.0,0.0
2019-05-03 00:00:00+00:00,0.29600000000000004,0.307,0.29600000000000004,0.303,1685133.5665732,0.02020202020202011,0.31110502577950755,0.31664300656155675,0.0,-1.0,-1.0,0.032990872538275505,0.021248288890100924,1.0,0.0,1.0,0.3114499999999999,0.017370498280887565,0.32882049828088744,0.29407950171911235,1.0,-1.0,0.0
2019-05-04 00:00:00+00:00,0.3039,0.312,0.2948,0.299,1095292.76888825,-0.01320132013201325,0.3101810019387149,0.31590946613559107,0.0,-1.0,-1.0,0.03185721416000906,0.021101460195985963,1.0,0.0,1.0,0.30994999999999995,0.01706789846157807,0.327017898461578,0.29288210153842187,1.0,-1.0,0.0
2019-05-05 00:00:00+00:00,0.3,0.301,0.29600000000000004,0.298,764740.79038161,-0.0033444816053511683,0.3092532276360535,0.31517156839068305,0.0,-1.0,-1.0,0.03061511575577773,0.02097044232787502,1.0,0.0,1.0,0.30889999999999995,0.017127693795045626,0.3260276937950456,0.2917723062049543,1.0,-1.0,0.0
2019-05-06 00:00:00+00:00,0.29701,0.30301,0.292,0.3,935804.94939688,0.0067114093959732566,0.3085498843523145,0.3145518881441145,0.0,-1.0,-1.0,0.029529489310998327,0.0207578798721136,1.0,0.0,1.0,0.3076,0.016743891266275127,0.3243438912662751,0.29085610873372486,1.0,-1.0,0.0
2019-05-07 00:00:00+00:00,0.3,0.30378,0.293,0.293,595300.91349858,-0.023333333333333317,0.3073701526320354,0.31367891731507963,0.0,-1.0,-1.0,0.028973373876828468,0.020779766609813243,1.0,0.0,1.0,0.3055,0.015729623410354793,0.32122962341035477,0.2897703765896452,1.0,-1.0,0.0
2019-05-08 00:00:00+00:00,0.29285,0.299,0.29101,0.29702,626934.18571325,0.013720136518771351,0.30658627756927165,0.3130095190687292,0.0,-1.0,-1.0,0.028234651198306548,0.02062229079800822,1.0,0.0,1.0,0.30350099999999997,0.013956210426676965,0.3174572104266769,0.289544789573323,1.0,-1.0,0.0
2019-05-09 00:00:00+00:00,0.297,0.29963,0.29,0.294,560773.74577041,-0.010167665477072374,0.30563458076642,0.3122515150967664,0.0,-1.0,-1.0,0.027228690674262503,0.02055153145059774,1.0,0.0,1.0,0.30160099999999995,0.01236850069627224,0.3139695006962722,0.2892324993037277,1.0,-1.0,0.0
2019-05-10 00:00:00+00:00,0.29301,0.3,0.29,0.29786999999999997,573580.36254571,0.013163265306122662,0.30504834362932015,0.3116822688994067,0.0,-1.0,-1.0,0.026527482800381325,0.020336601398426298,1.0,0.0,1.0,0.30009449999999993,0.010707200467073926,0.31080170046707384,0.289387299532926,1.0,-1.0,0.0
2019-05-11 00:00:00+00:00,0.29795,0.341,0.2979,0.32300999999999996,2829900.29213779,0.08439923456541433,0.30640261110331796,0.3121274738429049,0.0,-1.0,-1.0,0.034461930114522595,0.02005413953536101,1.0,0.0,1.0,0.30014499999999994,0.010817765359279327,0.31096276535927925,0.28932723464072063,1.0,0.0,1.0
2019-05-12 00:00:00+00:00,0.3216,0.332,0.305,0.31,2306515.05377106,-0.04027739079285475,0.30667350124882253,0.31204442694680684,0.0,-1.0,-1.0,0.035304024971069256,0.019660524161184696,1.0,0.0,1.0,0.2994449999999999,0.009574409147635094,0.309019409147635,0.28987059085236483,1.0,0.0,1.0
2019-05-13 00:00:00+00:00,0.30908,0.33223,0.30721,0.325,2652519.1333088,0.04838709677419351,0.3080518992390613,0.312546854001721,0.0,-1.0,-1.0,0.03621639378202892,0.0194383938308616,1.0,0.0,1.0,0.29964499999999994,0.010076958866642395,0.30972195886664233,0.28956804113335755,1.0,0.0,1.0
2019-05-14 00:00:00+00:00,0.32566,0.42200000000000004,0.32299999999999995,0.41,10139081.4521743,0.2615384615384615,0.31571142659816914,0.316302454315888,0.0,-1.0,-1.0,0.07731290980671641,0.026893331117192658,1.0,0.0,1.0,0.30514499999999994,0.02665812495873992,0.33180312495873987,0.27848687504126,1.0,0.0,1.0
2019-05-15 00:00:00+00:00,0.41,0.46998999999999996,0.40807,0.45998999999999995,6005749.28828734,0.12192682926829268,0.326540413813115,0.3218064076568622,1.0,0.0,1.0,0.078845415198442,0.03838475965048246,1.0,0.0,1.0,0.3137945,0.04331883806516273,0.3571133380651627,0.27047566193483724,1.0,0.0,1.0
2019-05-16 00:00:00+00:00,0.45803,0.47978000000000004,0.39348,0.418,5975159.52431848,-0.09128459314332926,0.3333986300545969,0.32546972248010236,1.0,0.0,1.0,0.08271822241489028,0.04199545540990642,1.0,0.0,1.0,0.3199945,0.048856436787042885,0.3688509367870429,0.27113806321295714,1.0,0.0,1.0
2019-05-17 00:00:00+00:00,0.419,0.42399,0.35801,0.389,6225197.49540991,-0.06937799043062197,0.3375643844499929,0.3278756210862047,1.0,0.0,1.0,0.08329230078149527,0.042974654587362625,1.0,0.0,1.0,0.32484450000000004,0.05071057913866641,0.3755550791386664,0.27413392086133365,1.0,0.0,1.0
2019-05-18 00:00:00+00:00,0.389,0.39400999999999997,0.365,0.373,1401556.60800899,-0.041131105398457664,0.34021717138305363,0.3295753047830277,1.0,0.0,1.0,0.08154306230643579,0.04303874632742012,1.0,0.0,1.0,0.32894450000000003,0.051143243570336235,0.38008774357033626,0.2778012564296638,1.0,-1.0,0.0
2019-05-19 00:00:00+00:00,0.37200000000000005,0.429,0.37101,0.4195,2841844.98692041,0.12466487935656835,0.3461480852970868,0.33294494900920585,1.0,0.0,1.0,0.08412660894453192,0.04561422546102004,1.0,0.0,1.0,0.3355695,0.0539298476556155,0.3894993476556155,0.28163965234438454,1.0,0.0,1.0
2019-05-20 00:00:00+00:00,0.418,0.418,0.38,0.4,2065703.82218011,-0.046483909415971365,0.3501738431793137,0.33544511558358747,1.0,0.0,1.0,0.08284902759928252,0.0465576916845046,1.0,0.0,1.0,0.34026950000000006,0.05529598581366703,0.3955654858136671,0.28497351418633304,1.0,0.0,1.0
2019-05-21 00:00:00+00:00,0.4,0.408,0.38841,0.39899999999999997,1078748.03989127,-0.0024999999999999467,0.3538215941560588,0.33780341737001096,1.0,0.0,1.0,0.07982567726268575,0.047267819732963484,1.0,0.0,1.0,0.3452695,0.05588586813883794,0.40115536813883795,0.28938363186116206,1.0,-1.0,0.0
2019-05-22 00:00:00+00:00,0.39899,0.41202,0.36678,0.37200000000000005,4980858.74913723,-0.06766917293233088,0.3551788915894826,0.33906647572572834,1.0,0.0,1.0,0.07981410098943183,0.04683836791035004,1.0,0.0,1.0,0.34901950000000004,0.05498550043085524,0.4040050004308553,0.2940339995691448,1.0,-1.0,0.0
2019-05-23 00:00:00+00:00,0.37,0.38499,0.36200000000000004,0.381,1055266.49620311,0.024193548387096756,0.35710579356324323,0.3406084119061694,1.0,0.0,1.0,0.07690553349946563,0.04665203265890546,1.0,0.0,1.0,0.35291950000000005,0.054311701702691194,0.4072312017026912,0.2986077982973089,1.0,-1.0,0.0
2019-05-24 00:00:00+00:00,0.382,0.39599,0.373,0.384,938572.4833527,0.007874015748031482,0.3591117730011021,0.34219712666805,1.0,0.0,1.0,0.07397910420411713,0.04652097486887303,1.0,0.0,1.0,0.35716950000000003,0.05318433331596027,0.4103538333159603,0.30398516668403974,1.0,-1.0,0.0
2019-05-25 00:00:00+00:00,0.38598000000000005,0.39696,0.38205,0.387,951012.21809728,0.0078125,0.3611909326191835,0.34383074174862055,1.0,0.0,1.0,0.07116560733496866,0.04644313455337246,1.0,0.0,1.0,0.36161950000000004,0.051674931260616876,0.41329443126061693,0.30994456873938314,1.0,-1.0,0.0
2019-05-26 00:00:00+00:00,0.387,0.415,0.375,0.41,4504599.41699485,0.05943152454780343,0.3648282532722919,0.3462338259510191,1.0,0.0,1.0,0.06980178795190121,0.04727309800362912,1.0,0.0,1.0,0.36711950000000004,0.05061432182121043,0.4177338218212105,0.3165051781787896,1.0,-1.0,0.0
2019-05-27 00:00:00+00:00,0.41,0.44682,0.406,0.433,2751319.1183078,0.056097560975609806,0.369906496524745,0.34937285095605375,1.0,0.0,1.0,0.0681625683240731,0.04920899983726973,1.0,0.0,1.0,0.37411950000000005,0.0494926479893732,0.42361214798937324,0.32462685201062685,1.0,0.0,1.0
2019-05-28 00:00:00+00:00,0.43301000000000006,0.46,0.41999,0.44921000000000005,3481692.77751672,0.03743648960739021,0.3758118005545926,0.3529714076670428,1.0,0.0,1.0,0.06583280247125872,0.051839723907177455,1.0,0.0,1.0,0.38172900000000004,0.048708089882482646,0.4304370898824827,0.3330209101175174,1.0,0.0,1.0
2019-05-29 00:00:00+00:00,0.44698999999999994,0.457,0.42046000000000006,0.44299999999999995,2122571.71656756,-0.013824269272723178,0.38081324618524925,0.3562048591902393,1.0,0.0,1.0,0.06387831298342139,0.053636465726196805,1.0,0.0,1.0,0.38917900000000005,0.045897362829871294,0.43507636282987133,0.3432816371701288,1.0,0.0,1.0
2019-05-30 00:00:00+00:00,0.44301,0.474,0.401,0.419,4131568.74495463,-0.05417607223476306,0.3836549507068696,0.358452449916109,1.0,0.0,1.0,0.06418060555775489,0.053966580382848836,1.0,0.0,1.0,0.3952355000000001,0.04093841658355181,0.43617391658355187,0.3542970834164483,1.0,-1.0,0.0
2019-05-31 00:00:00+00:00,0.4182,0.44095,0.408,0.43799999999999994,1437034.75860793,0.045346062052505916,0.3876979153038398,0.3612902167592966,1.0,0.0,1.0,0.062474181719179844,0.055047461074396516,1.0,0.0,1.0,0.4009850000000001,0.03824730448018538,0.43923230448018546,0.3627376955198147,1.0,-1.0,0.0
2019-06-01 00:00:00+00:00,0.439,0.441,0.42,0.43,1015322.81380078,-0.0182648401826484,0.3908441048624307,0.36373352647833923,1.0,0.0,1.0,0.060664408959686125,0.05556327187457318,1.0,0.0,1.0,0.40698500000000004,0.03214921600091817,0.43913421600091823,0.37483578399908185,1.0,-1.0,0.0
2019-06-02 00:00:00+00:00,0.429,0.44698999999999994,0.429,0.44598999999999994,1213603.57581553,0.037186046511627824,0.3949445231124036,0.36664953926411503,1.0,0.0,1.0,0.05881043965877738,0.05668739773140311,1.0,0.0,1.0,0.4130345000000001,0.026858097372555883,0.439892597372556,0.3861764026274442,1.0,0.0,1.0
2019-06-03 00:00:00+00:00,0.445,0.46368000000000004,0.41607,0.4167,2575828.14951348,-0.06567411825377245,0.3965617966011603,0.36841856546135837,1.0,0.0,1.0,0.06029414927388494,0.05645038753697369,1.0,0.0,1.0,0.4133695000000001,0.0268600404582916,0.4402295404582917,0.3865094595417085,1.0,-1.0,0.0
2019-06-04 00:00:00+00:00,0.41799,0.418,0.384,0.39799999999999996,4144711.06001862,-0.04487640988720898,0.39666868793692933,0.3694611178888538,1.0,0.0,1.0,0.05960871474231224,0.05571673215157233,1.0,0.0,1.0,0.41027000000000013,0.024685800521118004,0.43495580052111815,0.3855841994788821,1.0,-1.0,0.0
2019-06-05 00:00:00+00:00,0.39899999999999997,0.406,0.38799999999999996,0.40299999999999997,1918918.89895371,0.012562814070351758,0.3971391559851198,0.37063987316482283,1.0,0.0,1.0,0.05741249681327887,0.05508029008620612,1.0,0.0,1.0,0.4095200000000002,0.02466644449876259,0.4341864444987628,0.3848535555012376,1.0,-1.0,0.0
2019-06-06 00:00:00+00:00,0.4,0.428,0.392,0.42096999999999996,2261818.99512738,0.04459057071960304,0.3989096580253402,0.372404048438022,1.0,0.0,1.0,0.05633019177840065,0.05490501797227378,1.0,0.0,1.0,0.4111185000000003,0.02429984216431323,0.4354183421643135,0.38681865783568703,1.0,-1.0,0.0
2019-06-07 00:00:00+00:00,0.42099,0.43199,0.41600000000000004,0.42125,1474386.42615981,0.0006651305318667866,0.40056914297149504,0.37411178774681136,1.0,0.0,1.0,0.05421849941791949,0.05468963659845315,0.0,-1.0,-1.0,0.4135310000000003,0.022655763040502017,0.43618676304050236,0.3908752369594983,1.0,-1.0,0.0
2019-06-08 00:00:00+00:00,0.42,0.42200000000000004,0.40399999999999997,0.41,2233446.14233299,-0.02670623145400597,0.4012695759953602,0.37536338111521966,1.0,0.0,1.0,0.05289214449884365,0.054134790807438285,0.0,-1.0,-1.0,0.41305600000000037,0.022623596065775603,0.435679596065776,0.39043240393422474,1.0,-1.0,0.0
2019-06-09 00:00:00+00:00,0.41083000000000003,0.41162,0.3737,0.38699,1698648.04797186,-0.05612195121951213,0.4002091807515596,0.3757678833892616,1.0,0.0,1.0,0.053331922723510956,0.05322592463691309,1.0,0.0,1.0,0.41240550000000037,0.023198490303647564,0.43560399030364794,0.3892070096963528,0.0,-1.0,-1.0
2019-06-10 00:00:00+00:00,0.385,0.40578000000000003,0.38101,0.4015,874429.81695805,0.03749450890203887,0.40030502356981207,0.376661056047456,1.0,0.0,1.0,0.05233008245594298,0.052507581869087265,0.0,-1.0,-1.0,0.41253050000000047,0.02312908751357336,0.4356595875135738,0.3894014124864271,1.0,-1.0,0.0
2019-06-11 00:00:00+00:00,0.40299999999999997,0.40299999999999997,0.38399,0.39399999999999996,1998354.74797746,-0.018679950186799462,0.3998369362564244,0.3772615516980299,1.0,0.0,1.0,0.050651016420008146,0.05168743412460133,0.0,-1.0,-1.0,0.41363050000000046,0.02157068807310925,0.4352011880731097,0.3920598119268912,1.0,-1.0,0.0
2019-06-12 00:00:00+00:00,0.39399999999999996,0.40399999999999997,0.38600999999999996,0.402,1437666.65966872,0.020304568527918843,0.39999750444027954,0.37811646218283884,1.0,0.0,1.0,0.04902341353604314,0.05098894073472738,0.0,-1.0,-1.0,0.4146805000000004,0.020376800656629324,0.43505730065662973,0.39430369934337106,1.0,-1.0,0.0
2019-06-13 00:00:00+00:00,0.40199,0.41,0.397,0.39997,727137.61222133,-0.005049751243781153,0.39999546295280486,0.3788701011120371,1.0,0.0,1.0,0.047205134195730865,0.05026159656817261,0.0,-1.0,-1.0,0.4154790000000004,0.01940078644634932,0.43487978644634967,0.3960782135536511,1.0,-1.0,0.0
2019-06-14 00:00:00+00:00,0.4,0.40535,0.392,0.405,1106058.43139236,0.012575943195739736,0.40036688269304427,0.3797693997074753,1.0,0.0,1.0,0.045517760394686295,0.049620821658035795,0.0,-1.0,-1.0,0.41637900000000033,0.018401910341335103,0.4347809103413354,0.39797708965866524,1.0,-1.0,0.0
