time,BSV open,BSV high,BSV low,BSV close,BSV volume,BSV daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,65.67699999999999,66.113,65.141,66.113,186.65957086,,66.113,66.113,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,66.923,67.381,64.0,64.811,183.67523740000001,-0.019693554974059446,65.43694356097357,65.45125719400741,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,64.38600000000001,66.619,64.38600000000001,66.619,39.14100498,0.027896499051086817,65.86166724993821,65.85342102182348,1.0,0.0,1.0,0.033651249918215075,0.03365124991821507,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,67.0,67.405,65.771,66.562,51.64208394,-0.0008556117624101134,66.05746488654384,66.03943035819456,1.0,0.0,1.0,0.023586953272028827,0.02380244331668478,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,65.95,65.95,65.502,65.66199999999999,20.938007,-0.013521228328475576,65.96574558145369,65.95888077224905,1.0,0.0,1.0,0.020714817946513992,0.02095199789046257,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,64.5,64.5,62.96,63.588,109.30474958,-0.03158600103560672,65.48944214029288,65.53042539952641,0.0,-1.0,-1.0,0.02255655806606953,0.02264078046753263,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,63.883,63.88399999999999,62.5,63.184,114.60743856,-0.006353400012581001,65.07937011602631,65.16113575440052,0.0,-1.0,-1.0,0.019793567103219455,0.020091935164580993,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,63.775,65.077,63.775,65.077,33.0409353,0.02996011648518615,65.07898816615459,65.14936454754046,0.0,-1.0,-1.0,0.02371245209269581,0.023458520784558318,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,64.50399999999999,64.62100000000001,62.886,63.72,46.76825963,-0.02085222121486852,64.87751738852583,64.96878708033015,0.0,-1.0,-1.0,0.022827110401769258,0.022667254688137815,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,63.698,64.586,63.696999999999996,64.586,1036.79293663,0.013590709353421104,64.83728221196883,64.9245777688121,0.0,-1.0,-1.0,0.02199859605104588,0.02196197622564466,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,64.693,66.0,64.301,64.301,127.65336492,-0.004412721023131949,64.76770992766505,64.85807976263845,0.0,-1.0,-1.0,0.02032427081473599,0.020541884509627798,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,64.303,64.814,64.0,64.775,700.8351837,0.007371580535294964,64.76860585561812,64.84983193225189,0.0,-1.0,-1.0,0.019170022258336566,0.01957799892560243,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,64.16199999999999,66.0,64.16199999999999,65.407,1036.08364937,0.009756850636819523,64.84341405180457,64.90168142355785,0.0,-1.0,-1.0,0.018258844569060455,0.01882903950990653,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,65.99,80.1,64.015,80.0,3045.2797965,0.2231106762273152,66.546175551233,66.22644698103555,1.0,0.0,1.0,0.07675290385026223,0.06991143648603539,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,82.25,96.009,77.821,86.037,4147.7109092,0.07546249999999999,68.65525780226426,67.87362923062723,1.0,0.0,1.0,0.07389446208849682,0.06850829641500372,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,82.197,100.458,81.388,82.198,1106.03454278,-0.044620337761660855,70.07240260571908,69.00720555983317,1.0,0.0,1.0,0.0738795899126487,0.06842430163695683,1.0,0.0,1.0,,,,,0.0,0.0,0.0
