time,BSV open,BSV high,BSV low,BSV close,BSV volume,BSV daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-20 00:00:00+00:00,65.67699999999999,66.113,65.141,66.113,186.65957086,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,66.923,67.381,64.0,64.811,183.67523740000001,-0.019693554974059446,,,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-03-22 00:00:00+00:00,64.38600000000001,66.619,64.38600000000001,66.619,39.14100498,0.027896499051086817,0.033651249918215075,0.03365124991821507,1.0,0.0,1.0,0.033651249918215075,0.03365124991821507,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-23 00:00:00+00:00,67.0,67.405,65.771,66.562,51.64208394,-0.0008556117624101134,0.021181671585078013,0.02362437423906099,1.0,0.0,1.0,0.021181671585078013,0.02362437423906099,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-24 00:00:00+00:00,65.95,65.95,65.502,65.66199999999999,20.938007,-0.013521228328475576,0.018017367034174888,0.020755753189171163,1.0,0.0,1.0,0.018017367034174888,0.020755753189171163,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,64.5,64.5,62.96,63.588,109.30474958,-0.03158600103560672,0.02060150609248631,0.022571250050376846,0.0,-1.0,-1.0,0.02060150609248631,0.022571250050376846,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,63.883,63.88399999999999,62.5,63.184,114.60743856,-0.006353400012581001,0.016241691989720763,0.01984594604605802,0.0,-1.0,-1.0,0.016241691989720763,0.01984594604605802,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,63.775,65.077,63.775,65.077,33.0409353,0.02996011648518615,0.028451847216076055,0.023664946992626182,0.0,-1.0,-1.0,0.028451847216076055,0.023664946992626182,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,64.50399999999999,64.62100000000001,62.886,63.72,46.76825963,-0.02085222121486852,0.02711716389640358,0.022796384256579778,0.0,-1.0,-1.0,0.02711716389640358,0.022796384256579778,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,63.698,64.586,63.696999999999996,64.586,1036.79293663,0.013590709353421104,0.02260020877080289,0.021990874873978154,0.0,-1.0,-1.0,0.02260020877080289,0.021990874873978154,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-03-30 00:00:00+00:00,64.693,66.0,64.301,64.301,127.65336492,-0.004412721023131949,0.016739843420693155,0.02036269700545536,0.0,-1.0,-1.0,0.016739843420693155,0.02036269700545536,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-03-31 00:00:00+00:00,64.303,64.814,64.0,64.775,700.8351837,0.007371580535294964,0.012732071190553435,0.01924315045908827,0.0,-1.0,-1.0,0.012732071190553435,0.01924315045908827,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,64.16199999999999,66.0,64.16199999999999,65.407,1036.08364937,0.009756850636819523,0.009774541100185965,0.01836156508828656,1.0,0.0,1.0,0.009774541100185965,0.01836156508828656,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,65.99,80.1,64.015,80.0,3045.2797965,0.2231106762273152,0.13274521657483676,0.07556576448261397,1.0,0.0,1.0,0.13274521657483676,0.07556576448261397,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,82.25,96.009,77.821,86.037,4147.7109092,0.07546249999999999,0.09691541307878727,0.07299089992781561,1.0,0.0,1.0,0.09691541307878727,0.07299089992781561,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,82.197,100.458,81.388,82.198,1106.03454278,-0.044620337761660855,0.10965784637398156,0.07295518401601753,1.0,0.0,1.0,0.10965784637398156,0.07295518401601753,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,83.109,85.51299999999999,82.715,84.28399999999999,326.03330537,0.02537774641718782,0.07753864881048995,0.06907714520707538,1.0,0.0,1.0,0.07753864881048995,0.06907714520707538,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,84.29299999999999,89.1,82.811,84.441,558.22004185,0.0018627497508423296,0.05667922915083612,0.06585911259418335,1.0,0.0,1.0,0.05667922915083612,0.06585911259418335,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,83.53299999999999,87.179,83.447,86.0,78.75569495,0.018462595184803643,0.04018882599365842,0.06259760390503993,1.0,0.0,1.0,0.04018882599365842,0.06259760390503993,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,87.949,88.095,81.058,83.052,418.12157196,-0.03427906976744177,0.04191232906926031,0.06180188208628577,1.0,0.0,1.0,0.04191232906926031,0.06180188208628577,0.0,-1.0,-1.0,71.52085,9.302468994700728,80.82331899470073,62.218381005299264,0.0,-1.0,-1.0
2019-04-09 00:00:00+00:00,81.798,81.798,78.065,78.76,59.22336812,-0.051678466502913856,0.03946341263189922,0.06215760376472071,1.0,0.0,1.0,0.03946341263189922,0.06215760376472071,0.0,-1.0,-1.0,72.1532,9.345265559573326,81.49846555957332,62.80793444042667,0.0,-1.0,-1.0
2019-04-10 00:00:00+00:00,79.982,81.9,79.17,79.836,114.93760724,0.01366175723717622,0.038817289704817654,0.05932823965088533,1.0,0.0,1.0,0.038817289704817654,0.05932823965088533,0.0,-1.0,-1.0,72.90445,9.327874928491426,82.23232492849142,63.57657507150857,0.0,-1.0,-1.0
2019-04-11 00:00:00+00:00,80.102,84.01799999999999,70.0,71.374,669.93708213,-0.10599228418257434,0.06578129481689478,0.06579072904233008,1.0,0.0,1.0,0.06578129481689478,0.06579072904233008,0.0,-1.0,-1.0,73.1422,9.219203805101609,82.36140380510162,63.922996194898396,0.0,-1.0,-1.0
2019-04-12 00:00:00+00:00,71.905,79.096,68.991,71.378,152.34272012,5.604281671200973e-05,0.058241964801677294,0.06291205758667072,0.0,-1.0,-1.0,0.058241964801677294,0.06291205758667072,0.0,-1.0,-1.0,73.38300000000001,9.10041738198396,82.48341738198397,64.28258261801605,0.0,-1.0,-1.0
2019-04-13 00:00:00+00:00,71.465,72.014,69.565,70.07600000000001,346.6665144,-0.018240914567513863,0.04166550391204061,0.06043584453004982,0.0,-1.0,-1.0,0.04166550391204061,0.06043584453004982,0.0,-1.0,-1.0,73.6037,8.955687907986919,82.55938790798692,64.64801209201309,0.0,-1.0,-1.0
2019-04-14 00:00:00+00:00,70.047,71.62899999999999,69.527,71.255,136.68916692,0.016824590444660004,0.038403335773215336,0.05810868670252265,0.0,-1.0,-1.0,0.038403335773215336,0.05810868670252265,0.0,-1.0,-1.0,73.98705000000001,8.663734374573002,82.650784374573,65.32331562542701,0.0,-1.0,-1.0
2019-04-15 00:00:00+00:00,71.727,73.2,58.4,58.501000000000005,2447.5840706,-0.1789909480036489,0.11096916152800783,0.07476197262002604,0.0,-1.0,-1.0,0.11096916152800783,0.07476197262002604,1.0,0.0,1.0,73.75290000000001,9.02674652527581,82.77964652527582,64.7261534747242,0.0,-1.0,-1.0
2019-04-16 00:00:00+00:00,61.266999999999996,61.266999999999996,53.093,56.94,3596.04111344,-0.026683304558896448,0.08783544520562551,0.07178448194508802,0.0,-1.0,-1.0,0.08783544520562551,0.07178448194508802,1.0,0.0,1.0,73.34605000000002,9.60332379672459,82.94937379672461,63.74272620327543,0.0,-1.0,-1.0
2019-04-17 00:00:00+00:00,56.63,57.283,54.52,54.835,2513.42605739,-0.03696873902353348,0.06354596777919488,0.0691445861344615,0.0,-1.0,-1.0,0.06354596777919488,0.0691445861344615,0.0,-1.0,-1.0,72.90180000000001,10.25543168841709,83.1572316884171,62.64636831158292,0.0,-1.0,-1.0
2019-04-18 00:00:00+00:00,55.051,62.0,54.803000000000004,59.327,1066.62097863,0.08191848272088986,0.09133875324769844,0.071672867838905,0.0,-1.0,-1.0,0.09133875324769844,0.071672867838905,1.0,0.0,1.0,72.63885000000002,10.543253054741488,83.1821030547415,62.095596945258535,0.0,-1.0,-1.0
2019-04-19 00:00:00+00:00,59.528,60.73,58.288999999999994,59.163999999999994,115.77040142,-0.0027474842820300878,0.06570738000009264,0.06886880838172925,0.0,-1.0,-1.0,0.06570738000009264,0.06886880838172925,0.0,-1.0,-1.0,72.38200000000002,10.816108639675504,83.19810863967552,61.565891360324514,0.0,-1.0,-1.0
2019-04-20 00:00:00+00:00,59.489,59.489,58.248999999999995,58.248999999999995,587.76089578,-0.015465485768372587,0.048477141629618414,0.06620582265910883,0.0,-1.0,-1.0,0.048477141629618414,0.06620582265910883,0.0,-1.0,-1.0,72.05570000000002,11.150930388843886,83.2066303888439,60.90476961115613,0.0,-1.0,-1.0
2019-04-21 00:00:00+00:00,58.782,58.867,54.637,56.181000000000004,741.47882523,-0.03550275541211012,0.03928250481142049,0.0640382667030378,0.0,-1.0,-1.0,0.03928250481142049,0.0640382667030378,0.0,-1.0,-1.0,71.59440000000002,11.6213656612112,83.21576566121122,59.97303433878882,0.0,-1.0,-1.0
